#Matching species	Similarity (%)
Adlercreutzia equolifaciens--Eggerthellaceae--AB306661 (Valid)	92.1052631579
Parvibacter caecicola--Eggerthellaceae--GQ456228 (Valid)	91.2439193885
Asaccharobacter celatus--Eggerthellaceae--AB266102 (Valid)	91.1016949153
Enterorhabdus muris--Eggerthellaceae--KR364735 (Valid)	90.5511811024
Enterorhabdus mucosicola--Eggerthellaceae--AM747811 (Valid)	90.3739612188
Enterorhabdus caecimuris--Eggerthellaceae--DQ789120 (Valid)	90.3739612188
Gordonibacter urolithinfaciens--Eggerthellaceae--HG000667 (Valid)	90.2286902287
Gordonibacter faecihominis--Eggerthellaceae--KF785806 (Valid)	90.1697312588
Eggerthella sinensis--Eggerthellaceae--AY321958 (Valid)	90.0913562895
Gordonibacter pamelaeae--Eggerthellaceae--AM886059 (Valid)	89.838822705
Senegalimassilia anaerobia--Eggerthellaceae--JF824809 (Valid)	89.5691609977
Paraeggerthella hongkongensis--Eggerthellaceae--AY288517 (Valid)	89.3811533052
Eggerthella lenta--Eggerthellaceae--AF292375 (Valid)	89.1816920943
Slackia isoflavoniconvertens--Eggerthellaceae--EU826403 (Valid)	88.3320867614
Slackia heliotrinireducens--Eggerthellaceae--AF101241 (Valid)	88.3008356546
Slackia equolifaciens--Eggerthellaceae--EU377663 (Valid)	88.296398892
Slackia exigua--Eggerthellaceae--AF101240 (Valid)	88.1002087683
Slackia faecicanis--Eggerthellaceae--AJ608686 (Valid)	88.0919220056
Slackia piriformis--Eggerthellaceae--AB490806 (Valid)	88.0306193459
Denitrobacterium detoxificans--Eggerthellaceae--U43492 (Valid)	87.6770538244
Cryptobacterium curtum--Eggerthellaceae--AB019260 (Valid)	87.6150035386
Collinsella tanakaei--Coriobacteriaceae--AB490807 (Valid)	87.3698820264
Olsenella umbonata--Atopobacteriaceae--FN178463 (Valid)	87.1559633028
Olsenella uli--Atopobacteriaceae--AF292373 (Valid)	87.0383275261
Coriobacterium glomerans--Coriobacteriaceae--X79048 (Valid)	86.7739678097
Olsenella profusa--Atopobacteriaceae--AF292374 (Valid)	86.6058906031
Enorma timonensis--Coriobacteriaceae--JX424767 (Valid)	86.5277777778
Atopobium parvulum--Atopobacteriaceae--CP001721 (Valid)	86.4864864865
Collinsella stercoris--Coriobacteriaceae--AB031061 (Valid)	86.3224005583
Atopobium deltae--Atopobacteriaceae--KF537630 (Valid)	86.2196020634
Collinsella massiliensis--Coriobacteriaceae--JX424766 (Valid)	86.1308116627
Atopobium minutum--Atopobacteriaceae--X67148 (Valid)	86.1169837914
Collinsella intestinalis--Coriobacteriaceae--AB031063 (Valid)	86.1130495464
Atopobium fossor--Atopobacteriaceae--L34620 (Valid)	86.0432658758
Atopobium vaginae--Atopobacteriaceae--Y17195 (Valid)	85.8525688757
Enorma massiliensis--Coriobacteriaceae--JN837493 (Valid)	85.6944444444
Olsenella scatoligenes--Atopobacteriaceae--JX905358 (Valid)	85.5855855856
Atopobium rimae--Atopobacteriaceae--AF292371 (Valid)	85.4355400697
Collinsella aerofaciens--Coriobacteriaceae--AB011816 (Valid)	85.3658536585
Streptomyces scabrisporus--Streptomycetaceae--AB030585 (Valid)	83.5768963118
Acidothermus cellulolyticus--Acidothermaceae--CP000481 (Valid)	83.5530881332
Streptomyces calidiresistens--Streptomycetaceae--KJ361473 (Valid)	83.2986832987
Allostreptomyces psammosilenae--Streptomycetaceae--KX689228 (Valid)	83.125
Kribbella italica--Nocardioidaceae--KJ875927 (Valid)	82.8353022933
Actinotalea ferrariae--Cellulomonadaceae--HQ730135 (Valid)	82.8016643551
Kribbella ginsengisoli--Nocardioidaceae--AB245391 (Valid)	82.720333102
Kribbella albertanoniae--Nocardioidaceae--KC283016 (Valid)	82.720333102
Kribbella alba--Nocardioidaceae--AY082062 (Valid)	82.6909600561
Kribbella antibiotica--Nocardioidaceae--AY082063 (Valid)	82.6509368494
Catenulispora graminis--Catenulisporaceae--HM748599 (Valid)	82.6208829713
