#Matching species	Similarity (%)
Parasutterella excrementihominis--Sutterellaceae--AB370250 (Valid)	96.0508701473
Turicimonas muris--Sutterellaceae--KR364792 (Valid)	93.4350132626
Sutterella parvirubra--Sutterellaceae--AB300989 (Valid)	89.8453261601
Derxia gummosa--Alcaligenaceae--AB089482 (Valid)	89.5138888889
Piscinibacterium candidicorallinum--Unclassified Burkholderiales--LT158233 (Valid)	89.1166077739
Parasutterella secunda--Sutterellaceae--AB491209 (Valid)	89.0909090909
Pandoraea thiooxydans--Burkholderiaceae--EF397578 (Valid)	89.0780141844
Sutterella stercoricanis--Sutterellaceae--AJ566849 (Valid)	88.8583218707
Paraburkholderia andropogonis--Burkholderiaceae--JX986957 (Valid)	88.8064733648
Cupriavidus respiraculi--Burkholderiaceae--AF500583 (Valid)	88.5813148789
Pusillimonas ginsengisoli--Alcaligenaceae--EF672088 (Valid)	88.4303112314
Pusillimonas soli--Alcaligenaceae--GQ241322 (Valid)	88.3768913343
Ramlibacter ginsenosidimutans--Comamonadaceae--EU423304 (Valid)	88.2593856655
Paraburkholderia sediminicola--Burkholderiaceae--EU035613 (Valid)	88.1793478261
Caldimonas manganoxidans--Comamonadaceae--AB008801 (Valid)	88.1309686221
Noviherbaspirillum massiliense--Oxalobacteraceae--JN657219 (Valid)	88.0839539607
Oxalicibacterium flavum--Oxalobacteraceae--AY061962 (Valid)	88.0808080808
Sutterella wadsworthensis--Sutterellaceae--GU585669 (Valid)	88.060731539
Tepidimonas thermarum--Unclassified Burkholderiales--AM042693 (Valid)	88.0587058039
Undibacterium terreum--Oxalobacteraceae--JQ417431 (Valid)	88.0405405405
Paucimonas lemoignei--Burkholderiaceae--X92555 (Valid)	88.0376344086
Caballeronia sordidicola--Burkholderiaceae--AF512827 (Valid)	88.0190605854
Glaciimonas immobilis--Oxalobacteraceae--GU441679 (Valid)	87.9574184963
Paralcaligenes ureilyticus--Alcaligenaceae--FJ793551 (Valid)	87.9082696317
Caldimonas taiwanensis--Comamonadaceae--AY845052 (Valid)	87.8954607978
Cupriavidus plantarum--Burkholderiaceae--HQ438086 (Valid)	87.8706199461
Glaciimonas frigoris--Oxalobacteraceae--JX545209 (Valid)	87.8243512974
Burkholderia multivorans--Burkholderiaceae--Y18703 (Valid)	87.6267748479
Lautropia mirabilis--Burkholderiaceae--AEQP01000026 (Valid)	87.6082611592
Limnobacter litoralis--Burkholderiaceae--AB366174 (Valid)	87.600536193
Glaciimonas singularis--Oxalobacteraceae--JX218021 (Valid)	87.6
Bordetella trematum--Alcaligenaceae--AJ277798 (Valid)	87.5917278185
Glaciimonas alpina--Oxalobacteraceae--HM756647 (Valid)	87.5582168995
Alcaligenes endophyticus--Alcaligenaceae--KR967368 (Valid)	87.4668435013
Bordetella hinzii--Alcaligenaceae--AF177667 (Valid)	87.4083944037
Bordetella pseudohinzii--Alcaligenaceae--JHEP02000033 (Valid)	87.3417721519
Burkholderia turbans--Burkholderiaceae--FCOD02000076 (Valid)	87.3417721519
Noviherbaspirillum aurantiacum--Oxalobacteraceae--HQ830497 (Valid)	87.3417721519
Bordetella avium--Alcaligenaceae--AF177666 (Valid)	87.3417721519
Basilea psittacipulmonis--Alcaligenaceae--JX412111 (Valid)	87.2920825017
Sterolibacterium denitrificans--Sterolibacteriaceae--AJ306683 (Valid)	87.2763419483
Noviherbaspirillum soli--Oxalobacteraceae--HQ830498 (Valid)	87.2751499001
Cupriavidus taiwanensis--Burkholderiaceae--AF300324 (Valid)	87.2255489022
Burkholderia ptereochthonis--Burkholderiaceae--FCOB02000074 (Valid)	87.2085276482
Burkholderia glebae--Burkholderiaceae--FCOJ02000126 (Valid)	87.2085276482
Candidimonas bauzanensis--Alcaligenaceae--GQ246953 (Valid)	87.1590153027
Paraburkholderia endofungorum--Burkholderiaceae--AM420302 (Valid)	87.1590153027
Limnobacter thiooxidans--Burkholderiaceae--AJ289885 (Valid)	87.1247498332
Herminiimonas saxobsidens--Oxalobacteraceae--AM493906 (Valid)	87.0666666667
Pusillimonas noertemannii--Alcaligenaceae--AY695828 (Valid)	86.8960953011
