#Matching species	Similarity (%)
Enterorhabdus muris--Eggerthellaceae--KR364735 (Valid)	95.2040085898
Enterorhabdus mucosicola--Eggerthellaceae--AM747811 (Valid)	94.1428571429
Parvibacter caecicola--Eggerthellaceae--GQ456228 (Valid)	94.1386704789
Enterorhabdus caecimuris--Eggerthellaceae--DQ789120 (Valid)	93.9050318923
Adlercreutzia equolifaciens--Eggerthellaceae--AB306661 (Valid)	93.6879432624
Asaccharobacter celatus--Eggerthellaceae--AB266102 (Valid)	93.6170212766
Senegalimassilia anaerobia--Eggerthellaceae--JF824809 (Valid)	93.59375
Gordonibacter urolithinfaciens--Eggerthellaceae--HG000667 (Valid)	93.4953538242
Gordonibacter faecihominis--Eggerthellaceae--KF785806 (Valid)	93.347639485
Paraeggerthella hongkongensis--Eggerthellaceae--AY288517 (Valid)	93.0366116296
Eggerthella sinensis--Eggerthellaceae--AY321958 (Valid)	92.6776740847
Eggerthella lenta--Eggerthellaceae--AF292375 (Valid)	92.4822695035
Slackia piriformis--Eggerthellaceae--AB490806 (Valid)	91.959798995
Gordonibacter pamelaeae--Eggerthellaceae--AM886059 (Valid)	91.6666666667
Slackia heliotrinireducens--Eggerthellaceae--AF101241 (Valid)	91.3137114142
Slackia equolifaciens--Eggerthellaceae--EU377663 (Valid)	90.8640226629
Slackia exigua--Eggerthellaceae--AF101240 (Valid)	90.7394113424
Slackia faecicanis--Eggerthellaceae--AJ608686 (Valid)	90.3804737976
Coriobacterium glomerans--Coriobacteriaceae--X79048 (Valid)	89.9208063355
Denitrobacterium detoxificans--Eggerthellaceae--U43492 (Valid)	89.9062725306
Slackia isoflavoniconvertens--Eggerthellaceae--EU826403 (Valid)	89.827973074
Cryptobacterium curtum--Eggerthellaceae--AB019260 (Valid)	89.492494639
Enorma timonensis--Coriobacteriaceae--JX424767 (Valid)	89.492494639
Collinsella tanakaei--Coriobacteriaceae--AB490807 (Valid)	89.3495353824
Collinsella stercoris--Coriobacteriaceae--AB031061 (Valid)	89.1428571429
Collinsella intestinalis--Coriobacteriaceae--AB031063 (Valid)	88.8730385164
Enorma massiliensis--Coriobacteriaceae--JN837493 (Valid)	88.6428571429
Collinsella aerofaciens--Coriobacteriaceae--AB011816 (Valid)	88.5958660014
Collinsella massiliensis--Coriobacteriaceae--JX424766 (Valid)	88.1661442006
Olsenella umbonata--Atopobacteriaceae--FN178463 (Valid)	88.0028735632
Olsenella uli--Atopobacteriaceae--AF292373 (Valid)	87.9310344828
Olsenella scatoligenes--Atopobacteriaceae--JX905358 (Valid)	87.5265768958
Olsenella profusa--Atopobacteriaceae--AF292374 (Valid)	87.3563218391
Acidothermus cellulolyticus--Acidothermaceae--CP000481 (Valid)	85.4907539118
Atopobium minutum--Atopobacteriaceae--X67148 (Valid)	85.269121813
Frankia alni--Frankiaceae--CT573213 (Valid)	85.2142857143
Atopobium parvulum--Atopobacteriaceae--CP001721 (Valid)	85.1878100638
Streptomyces daqingensis--Streptomycetaceae--KF982696 (Valid)	85.1667849539
Streptomyces aomiensis--Streptomycetaceae--AB522686 (Valid)	85.1667849539
Catenulispora graminis--Catenulisporaceae--HM748599 (Valid)	85.1457000711
Atopobium vaginae--Atopobacteriaceae--Y17195 (Valid)	84.9590469099
Verrucosispora sediminis--Micromonosporaceae--EU870859 (Valid)	84.9217638691
Motilibacter rhizosphaerae--Unclassified Frankiales--FM998018 (Valid)	84.8745519713
Allostreptomyces psammosilenae--Streptomycetaceae--KX689228 (Valid)	84.768683274
Catellatospora citrea--Micromonosporaceae--AF152106 (Valid)	84.4238975818
Catellatospora coxensis--Micromonosporaceae--AB200232 (Valid)	84.4238975818
Atopobium fossor--Atopobacteriaceae--L34620 (Valid)	84.4192634561
Atopobium rimae--Atopobacteriaceae--AF292371 (Valid)	84.3390804598
Egibacter rhizosphaerae--Egibacteraceae--KR605111 (Valid)	84.2067988669
Tenggerimyces mesophilus--Nocardioidaceae--KP284443 (Valid)	84.1731724627
