#Matching species	Similarity (%)
Stenotrophomonas maltophilia--Lysobacteraceae--AB294553 (Valid)	99.7224149896
Stenotrophomonas pavanii--Lysobacteraceae--FJ748683 (Valid)	99.4448299792
Pseudomonas beteli--Pseudomonadaceae--AB021406 (Valid)	99.0978487162
Pseudomonas hibiscicola--Pseudomonadaceae--AB021405 (Valid)	98.959056211
Pseudomonas geniculata--Pseudomonadaceae--AB021404 (Valid)	98.8202637058
Stenotrophomonas tumulicola--Lysobacteraceae--LC066089 (Valid)	98.4679665738
Stenotrophomonas chelatiphaga--Lysobacteraceae--EU573216 (Valid)	98.382559775
Stenotrophomonas rhizophila--Lysobacteraceae--AJ293463 (Valid)	97.5677553857
Stenotrophomonas humi--Lysobacteraceae--AM403587 (Valid)	97.2241498959
Stenotrophomonas acidaminiphila--Lysobacteraceae--AF273080 (Valid)	97.1547536433
Xanthomonas maliensis--Lysobacteraceae--KF992843 (Valid)	97.0901348474
Stenotrophomonas terrae--Lysobacteraceae--AM403589 (Valid)	97.0853573907
Stenotrophomonas nitritireducens--Lysobacteraceae--AJ012229 (Valid)	97.0833333333
Stenotrophomonas daejeonensis--Lysobacteraceae--GQ241320 (Valid)	97.0170454545
Stenotrophomonas koreensis--Lysobacteraceae--AB166885 (Valid)	96.993006993
Xanthomonas cynarae--Lysobacteraceae--AF208315 (Valid)	96.9465648855
Xanthomonas campestris--Lysobacteraceae--AE008922 (Valid)	96.9465648855
Xanthomonas gardneri--Lysobacteraceae--FR749911 (Valid)	96.9465648855
Xanthomonas dyei--Lysobacteraceae--JQ955625 (Valid)	96.8771686329
Xanthomonas pisi--Lysobacteraceae--Y10758 (Valid)	96.8077723803
Xanthomonas arboricola--Lysobacteraceae--Y10757 (Valid)	96.8077723803
Xanthomonas oryzae--Lysobacteraceae--X95921 (Valid)	96.8077723803
Xanthomonas vesicatoria--Lysobacteraceae--Y10761 (Valid)	96.8077723803
Xanthomonas vasicola--Lysobacteraceae--Y10755 (Valid)	96.8077723803
Xanthomonas hortorum--Lysobacteraceae--Y10759 (Valid)	96.8077723803
Stenotrophomonas pictorum--Pseudomonadaceae--AJ131116 (Valid)	96.7383761277
Xanthomonas euvesicatoria--Lysobacteraceae--FR733718 (Valid)	96.7383761277
Xanthomonas theicola--Lysobacteraceae--Y10763 (Valid)	96.7383761277
Xanthomonas citri--Lysobacteraceae--FR749942 (Valid)	96.7383761277
Xanthomonas phaseoli--Lysobacteraceae--GU993265 (Valid)	96.7361111111
Xanthomonas populi--Lysobacteraceae--X95922 (Valid)	96.7338429465
Xanthomonas cucurbitae--Lysobacteraceae--Y10760 (Valid)	96.6689798751
Xanthomonas cassavae--Lysobacteraceae--Y10762 (Valid)	96.6689798751
Xanthomonas perforans--Lysobacteraceae--FR749910 (Valid)	96.6689798751
Stenotrophomonas ginsengisoli--Lysobacteraceae--DQ109037 (Valid)	96.6457023061
Xanthomonas bromi--Lysobacteraceae--Y10764 (Valid)	96.5995836225
Xanthomonas codiaei--Lysobacteraceae--Y10765 (Valid)	96.5301873699
Xanthomonas sacchari--Lysobacteraceae--Y10766 (Valid)	96.3219986121
Xanthomonas fragariae--Lysobacteraceae--X95920 (Valid)	96.3219986121
Xanthomonas axonopodis--Lysobacteraceae--X95919 (Valid)	96.2526023595
Pseudomonas cissicola--Pseudomonadaceae--AB021399 (Valid)	96.2526023595
Pseudoxanthomonas broegbernensis--Lysobacteraceae--AJ012231 (Valid)	96.2447844228
Pseudoxanthomonas suwonensis--Lysobacteraceae--AY927994 (Valid)	96.1832061069
Pseudoxanthomonas daejeonensis--Lysobacteraceae--AY550264 (Valid)	96.1511546536
Pseudomonas boreopolis--Pseudomonadaceae--AB021391 (Valid)	95.9056210965
Pseudoxanthomonas mexicana--Lysobacteraceae--AF273082 (Valid)	95.7668285913
Luteimonas abyssi--Lysobacteraceae--KC986351 (Valid)	95.7431960921
Pseudoxanthomonas putridarboris--Lysobacteraceae--GU908487 (Valid)	95.6974323387
Pseudoxanthomonas helianthi--Lysobacteraceae--AB905612 (Valid)	95.5586398334
Luteimonas huabeiensis--Lysobacteraceae--JX658136 (Valid)	95.4198473282
