#Matching species	Similarity (%)
Prevotella shahii--Prevotellaceae--AB108825 (Valid)	91.0738255034
Prevotella loescheii--Prevotellaceae--AY836508 (Valid)	90.4893177119
Prevotella marshii--Prevotellaceae--AF481227 (Valid)	89.8247978437
Prevotella micans--Prevotellaceae--AF481228 (Valid)	89.7297297297
Prevotella oralis--Prevotellaceae--AY323522 (Valid)	89.5861148198
Prevotella enoeca--Prevotellaceae--AJ005635 (Valid)	89.5501730104
Prevotella saccharolytica--Prevotellaceae--FJ825149 (Valid)	89.5316804408
Prevotella buccae--Prevotellaceae--L16477 (Valid)	89.2297205181
Prevotella dentasini--Prevotellaceae--AB477014 (Valid)	89.1160949868
Prevotella pleuritidis--Prevotellaceae--AB278593 (Valid)	89.0933878664
Prevotella bryantii--Prevotellaceae--AJ006457 (Valid)	89.0773405699
Prevotella oryzae--Prevotellaceae--AB588018 (Valid)	89.0604026846
Prevotella stercorea--Prevotellaceae--AB244774 (Valid)	88.9784946237
Prevotella dentalis--Prevotellaceae--X81876 (Valid)	88.8964116452
Hallella seregens--Prevotellaceae--X81877 (Valid)	88.7517146776
Prevotella denticola--Prevotellaceae--AY323524 (Valid)	88.7258172115
Prevotella buccalis--Prevotellaceae--L16476 (Valid)	88.6006825939
Prevotella baroniae--Prevotellaceae--AY840553 (Valid)	88.5674931129
Prevotella jejuni--Prevotellaceae--JQ778983 (Valid)	88.5444743935
Prevotella salivae--Prevotellaceae--AB108826 (Valid)	88.5311871227
Prevotella colorans--Prevotellaceae--KT886066 (Valid)	88.322147651
Prevotella albensis--Prevotellaceae--AJ011683 (Valid)	88.1605351171
Prevotella scopos--Prevotellaceae--FJ545434 (Valid)	88.0935994494
Prevotella multiformis--Prevotellaceae--AB182483 (Valid)	88.0697050938
Prevotella melaninogenica--Prevotellaceae--CP002122 (Valid)	88.0434782609
Prevotella copri--Prevotellaceae--AB064923 (Valid)	88.0107166778
Prevotella bivia--Prevotellaceae--L16475 (Valid)	87.9945429741
Prevotella corporis--Prevotellaceae--L16465 (Valid)	87.8663940014
Prevotella amnii--Prevotellaceae--AM422125 (Valid)	87.7717391304
Prevotella maculosa--Prevotellaceae--EF534314 (Valid)	87.741046832
Prevotella brevis--Prevotellaceae--AJ011682 (Valid)	87.7181208054
Prevotella histicola--Prevotellaceae--EU126661 (Valid)	87.680660702
Prevotella fusca--Prevotellaceae--FJ545433 (Valid)	87.680660702
Prevotella timonensis--Prevotellaceae--DQ518919 (Valid)	87.6033057851
Prevotella nanceiensis--Prevotellaceae--AY957555 (Valid)	87.5896700143
Prevotella oulorum--Prevotellaceae--L16472 (Valid)	87.4585268746
Prevotella veroralis--Prevotellaceae--L16473 (Valid)	87.4320652174
Prevotella bergensis--Prevotellaceae--AY350613 (Valid)	87.4140302613
Prevotella intermedia--Prevotellaceae--AB547686 (Valid)	87.399463807
Prevotella oris--Prevotellaceae--L16474 (Valid)	87.3641304348
Prevotella falsenii--Prevotellaceae--AB429504 (Valid)	87.1313672922
Prevotella paludivivens--Prevotellaceae--AB078827 (Valid)	87.0944992948
Prevotella nigrescens--Prevotellaceae--X73963 (Valid)	86.9745003446
Prevotella aurantiaca--Prevotellaceae--AB480534 (Valid)	86.9007427414
Prevotella ruminicola--Prevotellaceae--L16482 (Valid)	86.8438991138
Paraprevotella xylaniphila--Prevotellaceae--AB331897 (Valid)	86.6981769075
Prevotella multisaccharivorax--Prevotellaceae--AB200414 (Valid)	86.6532528504
Bacteroides caecicola--Bacteroidaceae--AB910337 (Valid)	86.3849765258
Paraprevotella clara--Prevotellaceae--AB331896 (Valid)	86.0998650472
Prevotella disiens--Prevotellaceae--L16483 (Valid)	85.9375
