#Matching species	POCP (%)
POCP suggests seperate genus between the input genome and Anaeromicrobium_sediminis--GCF_002270055.1 as POCP was;	35.5088228185%
POCP suggests the input genome and Romboutsia_lituseburensis--GCF_900103615.1 belong to the same genus with a POCP of;	56.7484662577%
POCP suggests seperate genus between the input genome and Alkaliphilus_peptidifermentans--GCF_900101495.1 as POCP was;	31.9724545007%
POCP suggests seperate genus between the input genome and Tepidibacter_mesophilus--GCF_002724055.1 as POCP was;	41.4920724802%
POCP suggests seperate genus between the input genome and Clostridium_hiranonis--GCF_000156055.1 as POCP was;	41.7878738356%
POCP suggests seperate genus between the input genome and Peptostreptococcus_russellii--GCF_900110295.1 as POCP was;	37.7739130435%
POCP suggests seperate genus between the input genome and Peptostreptococcus_anaerobius--GCF_000381525.1 as POCP was;	34.7535934292%
POCP suggests the input genome and Paeniclostridium_sordellii--GCA_000953675.1 belong to the same genus with a POCP of;	55.1893217107%
POCP suggests seperate genus between the input genome and Peptostreptococcus_stomatis--GCF_000147675.1 as POCP was;	32.9951014696%
POCP suggests seperate genus between the input genome and Anaerovirgula_multivorans--GCF_900188145.1 as POCP was;	32.3951434879%
POCP suggests seperate genus between the input genome and Clostridioides_difficile--GCF_000438845.1 as POCP was;	49.1110538521%
POCP suggests the input genome and Paraclostridium_benzoelyticum--GCF_001006285.1 belong to the same genus with a POCP of;	54.0769020998%
POCP suggests the input genome and Intestinibacter_bartlettii--GCF_000154445.1 belong to the same genus with a POCP of;	57.396271798%
POCP suggests seperate genus between the input genome and Acetoanaerobium_noterae--GCF_900168025.1 as POCP was;	35.38647343%
POCP suggests the input genome and Asaccharospora_irregularis--GCF_900129815.1 belong to the same genus with a POCP of;	50.5473881764%
POCP suggests the input genome and Terrisporobacter_glycolicus--GCF_000439105.1 belong to the same genus with a POCP of;	75.1994851995%
POCP suggests seperate genus between the input genome and Geosporobacter_subterraneus--GCF_900142145.1 as POCP was;	33.8035527691%
POCP suggests seperate genus between the input genome and Clostridium_aceticum--GCF_001042715.1 as POCP was;	32.8038939413%
POCP suggests seperate genus between the input genome and Clostridium_butyricum--GCF_000409755.1 as POCP was;	33.577366919%
POCP suggests seperate genus between the input genome and Proteocatella_sphenisci--GCF_000423525.1 as POCP was;	34.4883419689%
POCP suggests seperate genus between the input genome and Clostridium_thermoalcaliphilum--GCF_002029295.1 as POCP was;	39.9529174374%
POCP suggests the input genome and Romboutsia_ilealis--GCA_900015215.1 belong to the same genus with a POCP of;	53.9037603569%
POCP suggests the input genome and Paraclostridium_bifermentans--GCF_000452245.2 belong to the same genus with a POCP of;	54.0595125892%
POCP suggests seperate genus between the input genome and Tepidibacter_formicigenes--GCF_900142235.1 as POCP was;	40.4392566426%
POCP suggests seperate genus between the input genome and Peptoclostridium_litorale--GCF_900141635.1 as POCP was;	34.3941605839%
POCP suggests seperate genus between the input genome and Paramaledivibacter_caminithermalis--GCF_900142245.1 as POCP was;	34.3619246862%
POCP suggests seperate genus between the input genome and Alkaliphilus_transvaalensis--GCF_000621485.1 as POCP was;	32.5569222717%
POCP suggests seperate genus between the input genome and Clostridioides_mangenotii--GCF_000687955.1 as POCP was;	48.113763631%
POCP suggests seperate genus between the input genome and Peptoclostridium_acidaminophilum--GCF_000597865.1 as POCP was;	32.7568518247%
POCP suggests seperate genus between the input genome and Tepidibacter_thalassicus--GCF_900129915.1 as POCP was;	39.4860953%
POCP suggests seperate genus between the input genome and Clostridium_paradoxum--GCF_001584565.1 as POCP was;	39.1801878736%
POCP suggests seperate genus between the input genome and Anaerovorax_odorimutans--GCF_000426305.1 as POCP was;	27.4794600939%
