#Matching species	Similarity (%)
Murimonas intestini--Lachnospiraceae--KC311366 (Valid)	91.8032786885
Marvinbryantia formatexigens--Lachnospiraceae--AJ505973 (Valid)	91.070163005
Blautia luti--Unclassified Clostridiales--AJ133124 (Valid)	90.9439754413
Clostridium aldenense--Clostridiaceae--DQ279736 (Valid)	90.6823184153
Fusicatenibacter saccharivorans--Clostridiaceae--AB698910 (Valid)	90.3017241379
Extibacter muris--Clostridiaceae--KR364761 (Valid)	90.2926481085
Blautia coccoides--Unclassified Clostridiales--AB571656 (Valid)	90.0849858357
Ruminococcus gnavus--Ruminococcaceae--X94967 (Valid)	90.0779588944
Blautia stercoris--Unclassified Clostridiales--HM626177 (Valid)	89.9926953981
Eisenbergiella tayi--Clostridiaceae--KF814111 (Valid)	89.9264705882
Kineothrix alysoides--Lachnospiraceae--KX356505 (Valid)	89.8403483309
Blautia producta--Unclassified Clostridiales--L76595 (Valid)	89.7196261682
Blautia glucerasea--Unclassified Clostridiales--AB439724 (Valid)	89.7163120567
Clostridium saccharolyticum--Clostridiaceae--Y18185 (Valid)	89.5818568391
Clostridium glycyrrhizinilyticum--Clostridiaceae--AB233029 (Valid)	89.5109851169
Muricomes intestini--Unclassified Clostridiales--KR364770 (Valid)	89.4699140401
Desulfotomaculum guttoideum--Peptococcaceae--Y11568 (Valid)	89.447592068
Blautia obeum--Ruminococcaceae--X85101 (Valid)	89.4326241135
Faecalicatena fissicatena--Lachnospiraceae--FR749936 (Valid)	89.3692416726
Clostridium sphenoides--Clostridiaceae--AB075772 (Valid)	89.3617021277
Acetatifactor muris--Lachnospiraceae--HM989805 (Valid)	89.3090909091
Clostridium celerecrescens--Clostridiaceae--X71848 (Valid)	89.3059490085
Robinsoniella peoriensis--Lachnospiraceae--AF445285 (Valid)	89.2274982282
Roseburia faecis--Lachnospiraceae--AY305310 (Valid)	89.219858156
Roseburia intestinalis--Lachnospiraceae--AJ312385 (Valid)	89.219858156
Clostridium indolis--Clostridiaceae--Y18184 (Valid)	89.164305949
Ruminococcus faecis--Ruminococcaceae--FJ611794 (Valid)	89.1583452211
Clostridium amygdalinum--Clostridiaceae--AY353957 (Valid)	89.156626506
Faecalicatena orotica--Lachnospiraceae--FR749917 (Valid)	89.156626506
Roseburia hominis--Lachnospiraceae--AJ270482 (Valid)	89.1489361702
Hungatella effluvii--Clostridiaceae--HE603919 (Valid)	89.1180654339
Clostridium citroniae--Clostridiaceae--DQ279737 (Valid)	89.0934844193
Faecalimonas umbilicata--Lachnospiraceae--LC192831 (Valid)	89.0857547838
Blautia wexlerae--Unclassified Clostridiales--EF036467 (Valid)	89.0714285714
Blautia schinkii--Unclassified Clostridiales--X94965 (Valid)	89.0148830617
Faecalicatena contorta--Lachnospiraceae--FR749946 (Valid)	89.0148830617
Blautia hansenii--Unclassified Clostridiales--AB534168 (Valid)	88.9992902768
Anaerostipes rhamnosivorans--Lachnospiraceae--JX273468 (Valid)	88.969521045
Blautia caecimuris--Unclassified Clostridiales--KR364746 (Valid)	88.9454545455
Eubacterium oxidoreducens--Eubacteriaceae--FR733672 (Valid)	88.9361702128
Clostridium xylanolyticum--Clostridiaceae--X76739 (Valid)	88.896797153
Blautia hydrogenotrophica--Unclassified Clostridiales--X95624 (Valid)	88.88101983
Clostridium methoxybenzovorans--Clostridiaceae--AF067965 (Valid)	88.8101983003
Ruminococcus gauvreauii--Ruminococcaceae--EF529620 (Valid)	88.8101983003
Clostridium bolteae--Clostridiaceae--AJ508452 (Valid)	88.8101983003
Bacteroides pectinophilus--Bacteroidaceae--ABVQ01000036 (Valid)	88.7313961729
Clostridium aerotolerans--Clostridiaceae--X76163 (Valid)	88.7313961729
Clostridium algidixylanolyticum--Clostridiaceae--AF092549 (Valid)	88.7313961729
Hungatella hathewayi--Clostridiaceae--AJ311620 (Valid)	88.6671418389
Clostridium clostridioforme--Clostridiaceae--M59089 (Valid)	88.5106382979
