#Matching species	POCP (%)
POCP suggests seperate genus between the input genome and Caloranaerobacter_azorensis--GCF_900129995.1 as POCP was;	26.091683276%
POCP suggests seperate genus between the input genome and Romboutsia_lituseburensis--GCF_900103615.1 as POCP was;	24.1720365653%
POCP suggests seperate genus between the input genome and Eubacterium_nodatum--GCF_000510425.1 as POCP was;	38.0841615564%
POCP suggests seperate genus between the input genome and Eubacterium_sulci--GCF_001189495.1 as POCP was;	39.1943734015%
POCP suggests seperate genus between the input genome and Eubacterium_limosum--GCF_000807675.2 as POCP was;	23.864265928%
POCP suggests seperate genus between the input genome and Anaerovirgula_multivorans--GCF_900188145.1 as POCP was;	23.3029751063%
POCP suggests seperate genus between the input genome and Acidaminobacter_hydrogenoformans--GCF_900103005.1 as POCP was;	25.6954266855%
POCP suggests seperate genus between the input genome and Mogibacterium_diversum--GCF_002998925.1 as POCP was;	30.7242746817%
POCP suggests seperate genus between the input genome and Mogibacterium_pumilum--GCF_002243385.1 as POCP was;	30.3263354812%
POCP suggests seperate genus between the input genome and Terrisporobacter_glycolicus--GCF_000439105.1 as POCP was;	25.6011519078%
POCP suggests seperate genus between the input genome and Maledivibacter_halophilus--GCF_900167445.1 as POCP was;	24.7286455875%
POCP suggests seperate genus between the input genome and Caminicella_sporogenes--GCF_900142285.1 as POCP was;	28.3609576427%
POCP suggests seperate genus between the input genome and Eubacterium_brachy--GCF_000488855.1 as POCP was;	30.4376953997%
POCP suggests seperate genus between the input genome and Clostridiisalibacter_paucivorans--GCF_000620125.1 as POCP was;	27.4649023721%
POCP suggests seperate genus between the input genome and Romboutsia_ilealis--GCA_900015215.1 as POCP was;	23.4819299211%
POCP suggests seperate genus between the input genome and Natronincola_peptidivorans--GCF_900111615.1 as POCP was;	24.645336553%
POCP suggests seperate genus between the input genome and Mogibacterium_timidum--GCF_000525775.1 as POCP was;	30.6252658443%
POCP suggests seperate genus between the input genome and Peptoclostridium_litorale--GCF_900141635.1 as POCP was;	24.8796680498%
POCP suggests seperate genus between the input genome and Eubacterium_saphenum--GCF_000161975.1 as POCP was;	24.4538232373%
POCP suggests seperate genus between the input genome and Paramaledivibacter_caminithermalis--GCF_900142245.1 as POCP was;	25.8830426499%
POCP suggests seperate genus between the input genome and Alkaliphilus_transvaalensis--GCF_000621485.1 as POCP was;	24.0134956726%
POCP suggests seperate genus between the input genome and Peptoclostridium_acidaminophilum--GCF_000597865.1 as POCP was;	25.4751583861%
POCP suggests seperate genus between the input genome and Anaerovorax_odorimutans--GCF_000426305.1 as POCP was;	34.1011517276%
POCP suggests seperate genus between the input genome and Eubacterium_infirmum--GCF_000242675.1 as POCP was;	38.5746840688%
POCP suggests seperate genus between the input genome and Eubacterium_pyruvativorans--GCF_900102225.1 as POCP was;	38.1700927046%
