#Matching species	Similarity (%)
Lactobacillus hamsteri--Lactobacillaceae--AJ306298 (Valid)	96.8106312292
Lactobacillus gallinarum--Lactobacillaceae--AJ417737 (Valid)	96.5631196299
Lactobacillus crispatus--Lactobacillaceae--AF257097 (Valid)	96.5425531915
Lactobacillus kitasatonis--Lactobacillaceae--AB107638 (Valid)	96.3430851064
Lactobacillus helveticus--Lactobacillaceae--AM113779 (Valid)	96.2549277267
Lactobacillus ultunensis--Lactobacillaceae--AY253660 (Valid)	96.1867192636
Lactobacillus amylovorus--Lactobacillaceae--AY944408 (Valid)	96.138482024
Lactobacillus acidophilus--Lactobacillaceae--AY773947 (Valid)	95.8728010825
Lactobacillus kefiranofaciens--Lactobacillaceae--AM113782 (Valid)	95.8607095926
Lactobacillus kefiranofaciens--Lactobacillaceae--AM113781 (Valid)	95.7950065703
Lactobacillus gigeriorum--Lactobacillaceae--FR681899 (Valid)	95.7716701903
Lactobacillus pasteurii--Lactobacillaceae--FR681901 (Valid)	95.542774982
Lactobacillus kalixensis--Lactobacillaceae--AY253657 (Valid)	95.2600394997
Lactobacillus amylolyticus--Lactobacillaceae--Y17361 (Valid)	95.1347797502
Lactobacillus intestinalis--Lactobacillaceae--AJ306299 (Valid)	95.0830564784
Lactobacillus fornicalis--Lactobacillaceae--Y18654 (Valid)	94.1549295775
Lactobacillus jensenii--Lactobacillaceae--AF243176 (Valid)	93.3288409704
Lactobacillus acetotolerans--Lactobacillaceae--M58801 (Valid)	92.9380413058
Lactobacillus psittaci--Lactobacillaceae--AJ272391 (Valid)	92.8169014085
Lactobacillus delbrueckii--Lactobacillaceae--CR954253 (Valid)	92.6364234057
Lactobacillus delbrueckii--Lactobacillaceae--AB641833 (Valid)	92.5706771861
Lactobacillus taiwanensis--Lactobacillaceae--EU487512 (Valid)	92.5313945803
Lactobacillus delbrueckii--Lactobacillaceae--AY773949 (Valid)	92.4802110818
Lactobacillus delbrueckii--Lactobacillaceae--AY421720 (Valid)	92.4666666667
Lactobacillus equicursoris--Lactobacillaceae--AB290830 (Valid)	92.4579124579
Lactobacillus gasseri--Lactobacillaceae--AF519171 (Valid)	92.444152431
Lactobacillus delbrueckii--Lactobacillaceae--AY050173 (Valid)	92.420212766
Lactobacillus colini--Lactobacillaceae--KU161105 (Valid)	92.247043364
Lactobacillus apis--Lactobacillaceae--KF386017 (Valid)	92.1458625526
Lactobacillus kullabergensis--Lactobacillaceae--JX099550 (Valid)	92.0557491289
Lactobacillus kimbladii--Lactobacillaceae--JX099549 (Valid)	91.9860627178
Lactobacillus johnsonii--Lactobacillaceae--AJ002515 (Valid)	91.8809201624
Lactobacillus rodentium--Lactobacillaceae--HQ851022 (Valid)	91.8067226891
Lactobacillus helsingborgensis--Lactobacillaceae--JX099553 (Valid)	91.7770034843
Lactobacillus melliventris--Lactobacillaceae--JX099551 (Valid)	91.7073170732
Lactobacillus iners--Lactobacillaceae--Y16329 (Valid)	90.9331568498
Lactobacillus amylotrophicus--Lactobacillaceae--AM236149 (Valid)	89.5945945946
Lactobacillus frumenti--Lactobacillaceae--AJ250074 (Valid)	89.4736842105
Lactobacillus vaginalis--Lactobacillaceae--AF243177 (Valid)	89.4526034713
Lactobacillus panis--Lactobacillaceae--X94230 (Valid)	89.2494929006
Lactobacillus pontis--Lactobacillaceae--X76329 (Valid)	89.0932982917
Lactobacillus tucceti--Lactobacillaceae--AJ576006 (Valid)	88.8304862024
Lactobacillus antri--Lactobacillaceae--AY253659 (Valid)	88.6679920477
Lactobacillus insicii--Lactobacillaceae--KP677494 (Valid)	88.6333771353
Lactobacillus furfuricola--Lactobacillaceae--AB910349 (Valid)	88.6058981233
Lactobacillus nodensis--Lactobacillaceae--AB332024 (Valid)	88.565763384
Lactobacillus bombi--Lactobacillaceae--KJ078643 (Valid)	88.5656292287
Lactobacillus amylophilus--Lactobacillaceae--M58806 (Valid)	88.4512683578
Lactobacillus versmoldensis--Lactobacillaceae--AJ496791 (Valid)	88.3048620237
Lactobacillus manihotivorans--Lactobacillaceae--AF000162 (Valid)	87.976346912
