#Matching species	Similarity (%)
Acetatifactor muris--Lachnospiraceae--HM989805 (Valid)	89.3168604651
Extibacter muris--Clostridiaceae--KR364761 (Valid)	87.6143560873
Marvinbryantia formatexigens--Lachnospiraceae--AJ505973 (Valid)	87.5694444444
Kineothrix alysoides--Lachnospiraceae--KX356505 (Valid)	87.5
Clostridium polysaccharolyticum--Clostridiaceae--X77839 (Valid)	87.4741913283
Clostridium aldenense--Clostridiaceae--DQ279736 (Valid)	87.3381294964
Bacteroides pectinophilus--Bacteroidaceae--ABVQ01000036 (Valid)	87.1742112483
Blautia coccoides--Unclassified Clostridiales--AB571656 (Valid)	87.1742112483
Murimonas intestini--Lachnospiraceae--KC311366 (Valid)	86.993006993
Blautia producta--Unclassified Clostridiales--L76595 (Valid)	86.9596031184
Clostridium scindens--Clostridiaceae--AF262238 (Valid)	86.6758241758
Ruminococcus gnavus--Ruminococcaceae--X94967 (Valid)	86.6620594333
Sellimonas intestinalis--Lachnospiraceae--KP966092 (Valid)	86.6171003717
Faecalimonas umbilicata--Lachnospiraceae--LC192831 (Valid)	86.6163349348
Roseburia intestinalis--Lachnospiraceae--AJ312385 (Valid)	86.6071428571
Clostridium citroniae--Clostridiaceae--DQ279737 (Valid)	86.5862313698
Anaerotaenia torta--Lachnospiraceae--AB298768 (Valid)	86.5661411926
Herbinix hemicellulosilytica--Lachnospiraceae--LN626355 (Valid)	86.5253077975
Clostridium amygdalinum--Clostridiaceae--AY353957 (Valid)	86.5199449794
Fusicatenibacter saccharivorans--Clostridiaceae--AB698910 (Valid)	86.4922206506
Clostridium celerecrescens--Clostridiaceae--X71848 (Valid)	86.488340192
Clostridium saccharolyticum--Clostridiaceae--Y18185 (Valid)	86.4790665752
Clostridium indolis--Clostridiaceae--Y18184 (Valid)	86.4197530864
Clostridium glycyrrhizinilyticum--Clostridiaceae--AB233029 (Valid)	86.3511659808
Desulfotomaculum guttoideum--Peptococcaceae--Y11568 (Valid)	86.3511659808
Clostridium bolteae--Clostridiaceae--AJ508452 (Valid)	86.3511659808
Cuneatibacter caecimuris--Lachnospiraceae--KR364760 (Valid)	86.2919808088
Ruminococcus torques--Ruminococcaceae--L76604 (Valid)	86.2828713575
Blautia hansenii--Unclassified Clostridiales--AB534168 (Valid)	86.2045298559
Eisenbergiella tayi--Clostridiaceae--KF814111 (Valid)	86.1671469741
Anaerostipes caccae--Lachnospiraceae--AJ270487 (Valid)	86.1227336123
Roseburia hominis--Lachnospiraceae--AJ270482 (Valid)	86.0576923077
Eubacterium oxidoreducens--Eubacteriaceae--FR733672 (Valid)	86.0576923077
Johnsonella ignava--Lachnospiraceae--X87152 (Valid)	86.0207612457
Clostridium methoxybenzovorans--Clostridiaceae--AF067965 (Valid)	86.0082304527
Syntrophococcus sucromutans--Lachnospiraceae--AF202264 (Valid)	85.9986273164
Roseburia faecis--Lachnospiraceae--AY305310 (Valid)	85.9916782247
Clostridium sphenoides--Clostridiaceae--AB075772 (Valid)	85.9793814433
Blautia obeum--Ruminococcaceae--X85101 (Valid)	85.9624739402
Anaerocolumna cellulosilytica--Lachnospiraceae--AB298755 (Valid)	85.9299931366
Mobilitalea sibirica--Lachnospiraceae--KF931641 (Valid)	85.9036985345
Clostridium algidixylanolyticum--Clostridiaceae--AF092549 (Valid)	85.8613589568
Faecalicatena orotica--Lachnospiraceae--FR749917 (Valid)	85.8613589568
Coprococcus comes--Lachnospiraceae--EF031542 (Valid)	85.8529819695
Clostridium asparagiforme--Clostridiaceae--AJ582080 (Valid)	85.7737682165
Acetitomaculum ruminis--Lachnospiraceae--M59083 (Valid)	85.7538035961
Anaerostipes rhamnosivorans--Lachnospiraceae--JX273468 (Valid)	85.4558610709
Butyrivibrio crossotus--Lachnospiraceae--ABWN01000012 (Valid)	85.3708791209
Bacteroides galacturonicus--Bacteroidaceae--DQ497994 (Valid)	84.9755415793
Hungatella effluvii--Clostridiaceae--HE603919 (Valid)	84.7409510291
