#Matching species	Similarity (%)
Bacillus coagulans--Bacillaceae--AB271752 (Valid)	99.3016759777
Bacillus acidiproducens--Bacillaceae--EF379274 (Valid)	97.0714285714
Bacillus shackletonii--Bacillaceae--AJ250318 (Valid)	95.6643356643
Bacillus ginsengihumi--Bacillaceae--AB245378 (Valid)	95.2613240418
Bacillus oleronius--Bacillaceae--AY988598 (Valid)	94.8930296756
Bacillus acidicola--Bacillaceae--AF547209 (Valid)	94.7586206897
Bacillus methanolicus--Bacillaceae--AB112727 (Valid)	94.5454545455
Bacillus thermotolerans--Bacillaceae--JX261934 (Valid)	94.5416375087
Bacillus subterraneus--Bacillaceae--FR733689 (Valid)	94.398340249
Bacillus sporothermodurans--Bacillaceae--U49078 (Valid)	94.3078004216
Bacillus thioparans--Bacillaceae--DQ371431 (Valid)	94.2617214836
Bacillus depressus--Bacillaceae--KP259553 (Valid)	94.2389758179
Bhargavaea cecembensis--Planococcaceae--AM286423 (Valid)	94.1908713693
Bacillus ginsengi--Bacillaceae--EF371375 (Valid)	94.1908713693
Bacillus jeotgali--Bacillaceae--AF221061 (Valid)	94.121763471
Bacillus beijingensis--Bacillaceae--EF371374 (Valid)	94.1217150761
Bacillus smithii--Bacillaceae--Z26935 (Valid)	94.105409154
Bacillus zeae--Bacillaceae--KY114944 (Valid)	94.0566689703
Bacillus lentus--Bacillaceae--AB021189 (Valid)	94.0566689703
Bacillus firmus--Bacillaceae--D16268 (Valid)	94.0434477926
Bacillus foraminis--Bacillaceae--AJ717382 (Valid)	94.0401940402
Bacillus badius--Bacillaceae--X77790 (Valid)	94.0392706872
Bacillus boroniphilus--Bacillaceae--AB198719 (Valid)	93.9875604699
Bacillus herbersteinensis--Bacillaceae--AJ781029 (Valid)	93.9775910364
Bacillus campisalis--Bacillaceae--AB859673 (Valid)	93.949930459
Bacillus eiseniae--Bacillaceae--HM035089 (Valid)	93.9184519696
Bacillus stamsii--Bacillaceae--AY189804 (Valid)	93.8904494382
Bacillus pervagus--Bacillaceae--HF952773 (Valid)	93.8245614035
Bacillus malikii--Bacillaceae--AB968093 (Valid)	93.8194444444
Bacillus ruris--Bacillaceae--AJ535639 (Valid)	93.811533052
Bacillus formosensis--Bacillaceae--KR534504 (Valid)	93.8108484006
Bacillus niacini--Bacillaceae--AB021194 (Valid)	93.758668516
Bacillus salitolerans--Bacillaceae--KF751884 (Valid)	93.7154696133
Bacillus pocheonensis--Bacillaceae--AB245377 (Valid)	93.7106918239
Bacillus marisflavi--Bacillaceae--AF483624 (Valid)	93.7062937063
Bacillus encimensis--Bacillaceae--KF413433 (Valid)	93.6673625609
Bacillus maritimus--Bacillaceae--KP317497 (Valid)	93.6420179682
Bacillus bataviensis--Bacillaceae--AJ542508 (Valid)	93.6319104269
Bacillus infernus--Bacillaceae--U20385 (Valid)	93.5506241331
Bacillus alveayuensis--Bacillaceae--AY605232 (Valid)	93.5127674258
Bacillus cavernae--Bacillaceae--KT186244 (Valid)	93.4919524143
Bacillus soli--Bacillaceae--AJ542513 (Valid)	93.4919524143
Bacillus kribbensis--Bacillaceae--DQ280367 (Valid)	93.4722222222
Bacillus cucumis--Bacillaceae--KT895286 (Valid)	93.4346924672
Bacillus persicus--Bacillaceae--HQ433471 (Valid)	93.4346924672
Bacillus gottheilii--Bacillaceae--FN995266 (Valid)	93.4346924672
Bacillus thermoamylovorans--Bacillaceae--L27478 (Valid)	93.3655839668
Bacillus flexus--Bacillaceae--AB021185 (Valid)	93.2132963989
Bacillus oryzisoli--Bacillaceae--KT886063 (Valid)	93.1582584658
Bacillus fortis--Bacillaceae--AY443038 (Valid)	93.1440443213
