#Matching species	Similarity (%)
Lactococcus formosensis--Streptococcaceae--AB775178 (Valid)	98.2923497268
Lactococcus garvieae--Streptococcaceae--AP009332 (Valid)	97.8825136612
Lactococcus garvieae--Streptococcaceae--KM261818 (Valid)	97.6428571429
Lactococcus lactis--Streptococcaceae--EU770697 (Valid)	92.5546448087
Lactococcus lactis--Streptococcaceae--AB100802 (Valid)	92.4863387978
Lactococcus lactis--Streptococcaceae--AB100804 (Valid)	92.349726776
Lactococcus lactis--Streptococcaceae--AB100803 (Valid)	92.349726776
Lactococcus fujiensis--Streptococcaceae--AB485959 (Valid)	92.2024623803
Lactococcus taiwanensis--Streptococcaceae--AB699722 (Valid)	92.1513665032
Lactococcus hircilactis--Streptococcaceae--KJ201026 (Valid)	91.1949685535
Lactococcus piscium--Streptococcaceae--DQ343754 (Valid)	91.1002102313
Streptococcus merionis--Streptococcaceae--AM396401 (Valid)	90.6804733728
Lactococcus nasutitermitis--Streptococcaceae--KR611319 (Valid)	90.6420765027
Streptococcus criceti--Streptococcaceae--AJ420198 (Valid)	90.4090267983
Streptococcus orisuis--Streptococcaceae--AB182324 (Valid)	90.368852459
Lactococcus plantarum--Streptococcaceae--EF694029 (Valid)	90.35639413
Streptococcus loxodontisalivarius--Streptococcaceae--AB828326 (Valid)	90.1639344262
Streptococcus saliviloxodontae--Streptococcaceae--AB828327 (Valid)	90.0956284153
Streptococcus tangierensis--Streptococcaceae--KF999656 (Valid)	89.9590163934
Streptococcus equi--Streptococcaceae--AJ605748 (Valid)	89.9147727273
Lactococcus chungangensis--Streptococcaceae--EF694028 (Valid)	89.8830006882
Streptococcus equinus--Streptococcaceae--AJ301607 (Valid)	89.7930049964
Lactococcus laudensis--Streptococcaceae--KJ394457 (Valid)	89.6408839779
Streptococcus troglodytidis--Streptococcaceae--JF414111 (Valid)	89.6174863388
Streptococcus equi--Streptococcaceae--DQ303186 (Valid)	89.5532646048
Streptococcus rifensis--Streptococcaceae--KF999655 (Valid)	89.5491803279
Streptococcus hyointestinalis--Streptococcaceae--AF201898 (Valid)	89.313517339
Streptococcus gallinaceus--Streptococcaceae--AJ307888 (Valid)	89.2759562842
Streptococcus oriloxodontae--Streptococcaceae--AB827327 (Valid)	89.2759562842
Streptococcus lutetiensis--Streptococcaceae--AJ297215 (Valid)	89.2307692308
Streptococcus moroccensis--Streptococcaceae--KF999654 (Valid)	89.1393442623
Streptococcus gallolyticus--Streptococcaceae--Z94012 (Valid)	89.1393442623
Streptococcus pyogenes--Streptococcaceae--AB002521 (Valid)	89.1366906475
Streptococcus minor--Streptococcaceae--AY232832 (Valid)	89.0635680109
Streptococcus uberis--Streptococcaceae--AB023573 (Valid)	89.0027322404
Streptococcus suis--Streptococcaceae--AF009477 (Valid)	89.0027322404
Streptococcus dentiloxodontae--Streptococcaceae--AB828596 (Valid)	89.0027322404
Streptococcus dentasini--Streptococcaceae--AB668378 (Valid)	88.9344262295
Streptococcus anginosus--Streptococcaceae--AF104678 (Valid)	88.7978142077
Streptococcus urinalis--Streptococcaceae--AJ131965 (Valid)	88.7978142077
Lactococcus raffinolactis--Streptococcaceae--EF694030 (Valid)	88.7961029923
Streptococcus gallolyticus--Streptococcaceae--DQ232528 (Valid)	88.7824897401
Streptococcus infantarius--Streptococcaceae--AF429763 (Valid)	88.7594242632
Streptococcus infantarius--Streptococcaceae--AF177729 (Valid)	88.7295081967
Streptococcus caballi--Streptococcaceae--EF364098 (Valid)	88.6938202247
Streptococcus salivarius--Streptococcaceae--AY188354 (Valid)	88.6612021858
Streptococcus parauberis--Streptococcaceae--AY584477 (Valid)	88.6597938144
Streptococcus iniae--Streptococcaceae--AF335572 (Valid)	88.5928961749
Streptococcus equi--Streptococcaceae--AB002516 (Valid)	88.5654885655
Streptococcus rupicaprae--Streptococcaceae--FN813250 (Valid)	88.5575589459
