#Matching species	Similarity (%)
Muribaculum intestinale--Porphyromonadaceae--KR364784 (Valid)	86.5398167724
Parabacteroides distasonis--Porphyromonadaceae--AB238922 (Valid)	83.4146341463
Barnesiella intestinihominis--Porphyromonadaceae--AB370251 (Valid)	82.892906815
Barnesiella viscericola--Porphyromonadaceae--AB267809 (Valid)	82.4352694192
Parabacteroides chartae--Porphyromonadaceae--JN029805 (Valid)	82.1104122991
Macellibacteroides fermentans--Porphyromonadaceae--HQ020488 (Valid)	82.0530726257
Coprobacter secundus--Porphyromonadaceae--JTDA01000039 (Valid)	81.9888734353
Dysgonomonas termitidis--Porphyromonadaceae--AB971823 (Valid)	81.6468946267
Parabacteroides faecis--Porphyromonadaceae--AB739697 (Valid)	81.5638450502
Bacteroides plebeius--Bacteroidaceae--AB200217 (Valid)	81.223922114
Porphyromonas pogonae--Porphyromonadaceae--HM583587 (Valid)	81.1573747354
Bacteroides caecigallinarum--Bacteroidaceae--AB861981 (Valid)	81.1543810848
Parabacteroides chinchillae--Porphyromonadaceae--AB574482 (Valid)	81.0055865922
Bacteroides caecimuris--Bacteroidaceae--KR364741 (Valid)	81.0020876827
Parabacteroides goldsteinii--Porphyromonadaceae--AY974070 (Valid)	80.9626436782
Tannerella forsythia--Porphyromonadaceae--AB035460 (Valid)	80.9187279152
Parabacteroides gordonii--Porphyromonadaceae--AB470343 (Valid)	80.9090909091
Porphyromonas catoniae--Porphyromonadaceae--X82823 (Valid)	80.8895066018
Bacteroides caecicola--Bacteroidaceae--AB910337 (Valid)	80.8333333333
Butyricimonas paravirosa--Odoribacteraceae--AB916502 (Valid)	80.7799442897
Porphyromonas gulae--Porphyromonadaceae--AF208290 (Valid)	80.7772380291
Bacteroides coprophilus--Bacteroidaceae--AB260026 (Valid)	80.7638888889
Bacteroides paurosaccharolyticus--Bacteroidaceae--AB298727 (Valid)	80.7531380753
Parabacteroides merdae--Porphyromonadaceae--AB238928 (Valid)	80.6541405706
Anaerophaga thermohalophila--Marinilabiliaceae--AJ418048 (Valid)	80.625
Porphyromonas crevioricanis--Porphyromonadaceae--GU233446 (Valid)	80.5322128852
Euzebyella marina--Flavobacteriaceae--KU174197 (Valid)	80.528511822
Parabacteroides johnsonii--Porphyromonadaceae--AB261128 (Valid)	80.5149617258
Acetobacteroides hydrogenigenes--Rikenellaceae--AB611036 (Valid)	80.4775280899
Porphyromonas gingivalis--Porphyromonadaceae--AB035459 (Valid)	80.4500703235
Thermophagus xiamenensis--Marinilabiliaceae--DQ517535 (Valid)	80.4453723034
Bacteroides rodentium--Bacteroidaceae--AB531489 (Valid)	80.375782881
Falsiporphyromonas endometrii--Porphyromonadaceae--HF969314 (Valid)	80.3646563815
Gabonibacter massiliensis--Porphyromonadaceae--LN881588 (Valid)	80.3484320557
Bacteroides barnesiae--Bacteroidaceae--AB253726 (Valid)	80.3221288515
Bacteroides salanitronis--Bacteroidaceae--AB253731 (Valid)	80.2512212142
Bacteroides fragilis--Bacteroidaceae--CR626927 (Valid)	80.1250868659
Pricia antarctica--Flavobacteriaceae--FJ889677 (Valid)	79.9861014593
Bacteroides coprocola--Bacteroidaceae--AB200224 (Valid)	79.9721835883
Bacteroides intestinalis--Bacteroidaceae--AB214328 (Valid)	79.9720865318
Porphyromonas endodontalis--Porphyromonadaceae--AY253728 (Valid)	79.9293286219
Bacteroides oleiciplenus--Bacteroidaceae--AB490803 (Valid)	79.9023028611
Porphyromonas loveana--Porphyromonadaceae--EU012300 (Valid)	79.8890429958
Bacteroides coprosuis--Bacteroidaceae--AF319778 (Valid)	79.7635605007
Butyricimonas virosa--Odoribacteraceae--AB443949 (Valid)	79.7494780793
Porphyromonas bennonis--Porphyromonadaceae--EU414673 (Valid)	79.7362942401
Butyricimonas faecihominis--Odoribacteraceae--AB916501 (Valid)	79.6657381616
Petrimonas mucosa--Porphyromonadaceae--KP233808 (Valid)	79.6441281139
Porphyromonas cangingivalis--Porphyromonadaceae--X76259 (Valid)	79.5833333333
Dysgonomonas macrotermitis--Porphyromonadaceae--HG315620 (Valid)	79.1637136782
