#Matching species	Similarity (%)
Lactobacillus coleohominis--Lactobacillaceae--AM113776 (Valid)	98.6101919259
Lactobacillus secaliphilus--Lactobacillaceae--AM279150 (Valid)	96.9374167776
Lactobacillus ingluviei--Lactobacillaceae--AF333975 (Valid)	95.7446808511
Lactobacillus vaginalis--Lactobacillaceae--AF243177 (Valid)	95.1203208556
Lactobacillus frumenti--Lactobacillaceae--AJ250074 (Valid)	94.9668874172
Lactobacillus panis--Lactobacillaceae--X94230 (Valid)	94.8855989233
Lactobacillus fermentum--Lactobacillaceae--ACGI01000130 (Valid)	94.7524020695
Lactobacillus pontis--Lactobacillaceae--X76329 (Valid)	94.3783068783
Lactobacillus oris--Lactobacillaceae--X94229 (Valid)	94.3472409152
Lactobacillus gastricus--Lactobacillaceae--AY253658 (Valid)	94.2743009321
Lactobacillus mucosae--Lactobacillaceae--AF126738 (Valid)	94.1137566138
Lactobacillus antri--Lactobacillaceae--AY253659 (Valid)	94.0476190476
Lactobacillus equigenerosi--Lactobacillaceae--AB288050 (Valid)	93.931220499
Lactobacillus gorillae--Lactobacillaceae--AB904716 (Valid)	93.5804103243
Lactobacillus reuteri--Lactobacillaceae--L23507 (Valid)	92.4302788845
Lactobacillus namurensis--Lactobacillaceae--AM259118 (Valid)	92.2199865862
Lactobacillus zymae--Lactobacillaceae--AJ632157 (Valid)	92.152917505
Lactobacillus suebicus--Lactobacillaceae--AJ575744 (Valid)	91.9920582396
Lactobacillus acidifarinae--Lactobacillaceae--AJ632158 (Valid)	91.6945746818
Lactobacillus vaccinostercus--Lactobacillaceae--AJ621556 (Valid)	91.6223404255
Lactobacillus spicheri--Lactobacillaceae--AJ534844 (Valid)	91.610738255
Lactobacillus kimchicus--Lactobacillaceae--EU678893 (Valid)	91.5943962642
Lactobacillus wasatchensis--Lactobacillaceae--AWTT01000084 (Valid)	91.5287888815
Lactobacillus farraginis--Lactobacillaceae--AB262731 (Valid)	91.4456233422
Lactobacillus odoratitofui--Lactobacillaceae--AB365975 (Valid)	91.4030261348
Lactobacillus oligofermentans--Lactobacillaceae--AY733084 (Valid)	91.3302448709
Lactobacillus nenjiangensis--Lactobacillaceae--HF679039 (Valid)	91.2353347136
Lactobacillus paracollinoides--Lactobacillaceae--AJ786665 (Valid)	91.2339851652
Pediococcus cellicola--Lactobacillaceae--AY956788 (Valid)	91.2037037037
Lactobacillus hokkaidonensis--Lactobacillaceae--AB721549 (Valid)	91.1764705882
Lactobacillus oryzae--Lactobacillaceae--AB731660 (Valid)	91.1170928668
Pediococcus inopinatus--Lactobacillaceae--AJ271383 (Valid)	91.0714285714
Lactobacillus collinoides--Lactobacillaceae--AB005893 (Valid)	91.0607071381
Pediococcus acidilactici--Lactobacillaceae--AJ305320 (Valid)	90.9933774834
Pediococcus ethanolidurans--Lactobacillaceae--AY956789 (Valid)	90.9708078751
Lactobacillus similis--Lactobacillaceae--AB282889 (Valid)	90.9454061252
Lactobacillus silagei--Lactobacillaceae--AB786910 (Valid)	90.9274193548
Lactobacillus paucivorans--Lactobacillaceae--FN185731 (Valid)	90.8848968729
Lactobacillus hammesii--Lactobacillaceae--AJ632219 (Valid)	90.872751499
Lactobacillus malefermentans--Lactobacillaceae--AM113783 (Valid)	90.8061292472
Pediococcus damnosus--Lactobacillaceae--AJ318414 (Valid)	90.7284768212
Lactobacillus parafarraginis--Lactobacillaceae--AB262734 (Valid)	90.6022501655
Lactobacillus fructivorans--Lactobacillaceae--X76330 (Valid)	90.5298013245
Lactobacillus senioris--Lactobacillaceae--AB602570 (Valid)	90.4698874917
Pediococcus pentosaceus--Lactobacillaceae--AJ305321 (Valid)	90.3909874089
Lactobacillus kisonensis--Lactobacillaceae--AB366388 (Valid)	90.2713434811
Lactobacillus rapi--Lactobacillaceae--AB366389 (Valid)	90.2051621443
Lactobacillus sunkii--Lactobacillaceae--AB366385 (Valid)	90.1389808074
Lactobacillus parabuchneri--Lactobacillaceae--AB205056 (Valid)	90.0727994705
Lactobacillus curieae--Lactobacillaceae--JQ086550 (Valid)	89.9470899471
