#Matching species	Similarity (%)
Olsenella umbonata--Atopobacteriaceae--FN178463 (Valid)	93.552908199
Olsenella uli--Atopobacteriaceae--AF292373 (Valid)	93.3470507545
Olsenella profusa--Atopobacteriaceae--AF292374 (Valid)	93.3147632312
Olsenella scatoligenes--Atopobacteriaceae--JX905358 (Valid)	92.2343324251
Collinsella stercoris--Coriobacteriaceae--AB031061 (Valid)	91.5579958819
Collinsella intestinalis--Coriobacteriaceae--AB031063 (Valid)	91.2148249828
Collinsella tanakaei--Coriobacteriaceae--AB490807 (Valid)	90.6913073238
Atopobium vaginae--Atopobacteriaceae--Y17195 (Valid)	90.4373610082
Slackia piriformis--Eggerthellaceae--AB490806 (Valid)	90.4335856848
Atopobium parvulum--Atopobacteriaceae--CP001721 (Valid)	90.0338983051
Collinsella aerofaciens--Coriobacteriaceae--AB011816 (Valid)	89.7945205479
Collinsella massiliensis--Coriobacteriaceae--JX424766 (Valid)	89.7415818324
Enorma timonensis--Coriobacteriaceae--JX424767 (Valid)	89.724137931
Atopobium minutum--Atopobacteriaceae--X67148 (Valid)	89.6121883657
Gordonibacter faecihominis--Eggerthellaceae--KF785806 (Valid)	89.5480225989
Gordonibacter urolithinfaciens--Eggerthellaceae--HG000667 (Valid)	89.4448252228
Slackia exigua--Eggerthellaceae--AF101240 (Valid)	89.3470790378
Adlercreutzia equolifaciens--Eggerthellaceae--AB306661 (Valid)	89.2443839346
Eggerthella lenta--Eggerthellaceae--AF292375 (Valid)	89.1910265126
Eggerthella sinensis--Eggerthellaceae--AY321958 (Valid)	89.1304347826
Slackia faecicanis--Eggerthellaceae--AJ608686 (Valid)	89.125946318
Coriobacterium glomerans--Coriobacteriaceae--X79048 (Valid)	89.1137473831
Gordonibacter pamelaeae--Eggerthellaceae--AM886059 (Valid)	89.0832750175
Atopobium deltae--Atopobacteriaceae--KF537630 (Valid)	89.0762463343
Slackia heliotrinireducens--Eggerthellaceae--AF101241 (Valid)	89.0646492435
Enterorhabdus muris--Eggerthellaceae--KR364735 (Valid)	88.9921372409
Slackia isoflavoniconvertens--Eggerthellaceae--EU826403 (Valid)	88.9304412865
Atopobium fossor--Atopobacteriaceae--L34620 (Valid)	88.8203017833
Paraeggerthella hongkongensis--Eggerthellaceae--AY288517 (Valid)	88.7798036466
Enterorhabdus caecimuris--Eggerthellaceae--DQ789120 (Valid)	88.722826087
Atopobium rimae--Atopobacteriaceae--AF292371 (Valid)	88.7119113573
Enterorhabdus mucosicola--Eggerthellaceae--AM747811 (Valid)	88.5517241379
Asaccharobacter celatus--Eggerthellaceae--AB266102 (Valid)	88.5154061625
Enorma massiliensis--Coriobacteriaceae--JN837493 (Valid)	88.4773662551
Senegalimassilia anaerobia--Eggerthellaceae--JF824809 (Valid)	88.4414615958
Slackia equolifaciens--Eggerthellaceae--EU377663 (Valid)	88.3072739633
Parvibacter caecicola--Eggerthellaceae--GQ456228 (Valid)	88.1414701803
Cryptobacterium curtum--Eggerthellaceae--AB019260 (Valid)	86.9290231904
Denitrobacterium detoxificans--Eggerthellaceae--U43492 (Valid)	85.6334041047
Acidothermus cellulolyticus--Acidothermaceae--CP000481 (Valid)	84.0816326531
Streptomyces viridis--Streptomycetaceae--FR692117 (Valid)	84.0166782488
Streptomyces aomiensis--Streptomycetaceae--AB522686 (Valid)	83.9455782313
Streptomyces incanus--Streptomycetaceae--FR692095 (Valid)	83.8776928423
Streptomyces herbaceus--Streptomycetaceae--FR692091 (Valid)	83.7387074357
Streptomyces bikiniensis--Streptomycetaceae--X79851 (Valid)	83.6845683209
Allostreptomyces psammosilenae--Streptomycetaceae--KX689228 (Valid)	83.5709436524
Streptomyces calidiresistens--Streptomycetaceae--KJ361473 (Valid)	83.5588633288
Streptomyces cyanoalbus--Streptomycetaceae--AB184882 (Valid)	83.5294117647
Streptomyces prasinus--Streptomycetaceae--DQ026658 (Valid)	83.4806254249
Streptomyces qinglanensis--Streptomycetaceae--HQ660227 (Valid)	83.3446634942
