#Matching species	Similarity (%)
Parvibacter caecicola--Eggerthellaceae--GQ456228 (Valid)	91.7418459403
Gordonibacter urolithinfaciens--Eggerthellaceae--HG000667 (Valid)	91.4207275223
Gordonibacter pamelaeae--Eggerthellaceae--AM886059 (Valid)	91.3986013986
Paraeggerthella hongkongensis--Eggerthellaceae--AY288517 (Valid)	91.3744740533
Eggerthella lenta--Eggerthellaceae--AF292375 (Valid)	91.3369713506
Eggerthella sinensis--Eggerthellaceae--AY321958 (Valid)	91.3043478261
Adlercreutzia equolifaciens--Eggerthellaceae--AB306661 (Valid)	91.2627986348
Gordonibacter faecihominis--Eggerthellaceae--KF785806 (Valid)	91.1785462244
Asaccharobacter celatus--Eggerthellaceae--AB266102 (Valid)	90.7811400422
Enterorhabdus muris--Eggerthellaceae--KR364735 (Valid)	90.6227630637
Enterorhabdus mucosicola--Eggerthellaceae--AM747811 (Valid)	90.6142167012
Enterorhabdus caecimuris--Eggerthellaceae--DQ789120 (Valid)	90.5184174625
Senegalimassilia anaerobia--Eggerthellaceae--JF824809 (Valid)	90.0523560209
Slackia heliotrinireducens--Eggerthellaceae--AF101241 (Valid)	89.11095796
Slackia piriformis--Eggerthellaceae--AB490806 (Valid)	89.0420399724
Cryptobacterium curtum--Eggerthellaceae--AB019260 (Valid)	88.3884588318
Slackia faecicanis--Eggerthellaceae--AJ608686 (Valid)	88.2150241213
Denitrobacterium detoxificans--Eggerthellaceae--U43492 (Valid)	87.8273177636
Slackia exigua--Eggerthellaceae--AF101240 (Valid)	87.6636802205
Slackia equolifaciens--Eggerthellaceae--EU377663 (Valid)	87.3892297205
Slackia isoflavoniconvertens--Eggerthellaceae--EU826403 (Valid)	87.3597606582
Olsenella umbonata--Atopobacteriaceae--FN178463 (Valid)	86.9809992963
Olsenella uli--Atopobacteriaceae--AF292373 (Valid)	86.6206896552
Atopobium parvulum--Atopobacteriaceae--CP001721 (Valid)	86.5620736698
Collinsella tanakaei--Coriobacteriaceae--AB490807 (Valid)	86.4290610007
Atopobium rimae--Atopobacteriaceae--AF292371 (Valid)	86.3794301598
Olsenella profusa--Atopobacteriaceae--AF292374 (Valid)	86.3636363636
Collinsella stercoris--Coriobacteriaceae--AB031061 (Valid)	86.3136176066
Atopobium vaginae--Atopobacteriaceae--Y17195 (Valid)	86.1504095309
Coriobacterium glomerans--Coriobacteriaceae--X79048 (Valid)	86.0432658758
Atopobium minutum--Atopobacteriaceae--X67148 (Valid)	86.0335195531
Atopobium deltae--Atopobacteriaceae--KF537630 (Valid)	86.0088365243
Collinsella intestinalis--Coriobacteriaceae--AB031063 (Valid)	85.8321870702
Atopobium fossor--Atopobacteriaceae--L34620 (Valid)	85.7538035961
Enorma timonensis--Coriobacteriaceae--JX424767 (Valid)	85.4482758621
Collinsella aerofaciens--Coriobacteriaceae--AB011816 (Valid)	85.3708791209
Enorma massiliensis--Coriobacteriaceae--JN837493 (Valid)	85.0274725275
Aciditerrimonas ferrireducens--Unclassified Acidimicrobiales--AB517669 (Valid)	84.2177808408
Acidothermus cellulolyticus--Acidothermaceae--CP000481 (Valid)	83.9480874317
Frankia alni--Frankiaceae--CT573213 (Valid)	83.9285714286
Frankia coriariae--Frankiaceae--JWIO01000013 (Valid)	83.8598901099
Frankia coriariae--Frankiaceae--KY066449 (Valid)	83.8598901099
Frankia casuarinae--Frankiaceae--CP000249 (Valid)	83.7912087912
Jatrophihabitans endophyticus--Frankiaceae--JQ346802 (Valid)	83.7542662116
Sanguibacter marinus--Sanguibacteraceae--AJ783958 (Valid)	83.6860068259
Cellulosimicrobium marinum--Promicromonosporaceae--LC042213 (Valid)	83.6099585062
Luteimicrobium subarcticum--Unclassified Micrococcales--AB489904 (Valid)	83.4254143646
Actinocorallia aurea--Thermomonosporaceae--AB006177 (Valid)	83.2409972299
Egibacter rhizosphaerae--Egibacteraceae--KR605111 (Valid)	83.10626703
Kineosporia rhizophila--Kineosporiaceae--FR749986 (Valid)	83.0937713895
