#Matching species	Similarity (%)
Parasutterella excrementihominis--Sutterellaceae--AB370250 (Valid)	95.8362248439
Turicimonas muris--Sutterellaceae--KR364792 (Valid)	93.6673625609
Sutterella parvirubra--Sutterellaceae--AB300989 (Valid)	90.0278940028
Derxia gummosa--Alcaligenaceae--AB089482 (Valid)	89.3799002138
Pandoraea thiooxydans--Burkholderiaceae--EF397578 (Valid)	89.3799002138
Parasutterella secunda--Sutterellaceae--AB491209 (Valid)	89.1759776536
Paraburkholderia andropogonis--Burkholderiaceae--JX986957 (Valid)	88.951048951
Piscinibacterium candidicorallinum--Unclassified Burkholderiales--LT158233 (Valid)	88.9045936396
Pusillimonas harenae--Alcaligenaceae--GQ232740 (Valid)	88.8252148997
Sutterella stercoricanis--Sutterellaceae--AJ566849 (Valid)	88.7726638773
Noviherbaspirillum suwonense--Oxalobacteraceae--JX275858 (Valid)	88.6347390994
Glaciimonas immobilis--Oxalobacteraceae--GU441679 (Valid)	88.4776536313
Sutterella wadsworthensis--Sutterellaceae--GU585669 (Valid)	88.4776536313
Pusillimonas ginsengisoli--Alcaligenaceae--EF672088 (Valid)	88.4561891516
Paucimonas lemoignei--Burkholderiaceae--X92555 (Valid)	88.4078212291
Glaciimonas frigoris--Oxalobacteraceae--JX545209 (Valid)	88.3379888268
Bordetella flabilis--Alcaligenaceae--EU082162 (Valid)	88.2994186047
Oxalicibacterium flavum--Oxalobacteraceae--AY061962 (Valid)	88.1983240223
Paraburkholderia sediminicola--Burkholderiaceae--EU035613 (Valid)	88.1118881119
Burkholderia jirisanensis--Burkholderiaceae--KJ601731 (Valid)	88.0714285714
Glaciimonas alpina--Oxalobacteraceae--HM756647 (Valid)	88.0586592179
Glaciimonas singularis--Oxalobacteraceae--JX218021 (Valid)	88.0586592179
Ramlibacter ginsenosidimutans--Comamonadaceae--EU423304 (Valid)	88.033589923
Caballeronia sordidicola--Burkholderiaceae--AF512827 (Valid)	87.972027972
Pusillimonas soli--Alcaligenaceae--GQ241322 (Valid)	87.9694019471
Cupriavidus campinensis--Burkholderiaceae--AF312020 (Valid)	87.9020979021
Burkholderia turbans--Burkholderiaceae--FCOD02000076 (Valid)	87.8321678322
Burkholderia multivorans--Burkholderiaceae--Y18703 (Valid)	87.7793296089
Burkholderia ptereochthonis--Burkholderiaceae--FCOB02000074 (Valid)	87.6923076923
Cupriavidus respiraculi--Burkholderiaceae--AF500583 (Valid)	87.658674189
Burkholderia glebae--Burkholderiaceae--FCOJ02000126 (Valid)	87.6223776224
Parapusillimonas granuli--Alcaligenaceae--DQ466075 (Valid)	87.3949579832
Bordetella trematum--Alcaligenaceae--AJ277798 (Valid)	87.2739916551
Caenimicrobium hargitense--Alcaligenaceae--KM083134 (Valid)	87.2384937238
Caldimonas manganoxidans--Comamonadaceae--AB008801 (Valid)	87.2222222222
Caldimonas taiwanensis--Comamonadaceae--AY845052 (Valid)	87.2222222222
Tepidimonas thermarum--Unclassified Burkholderiales--AM042693 (Valid)	87.2222222222
Noviherbaspirillum denitrificans--Oxalobacteraceae--AB542397 (Valid)	87.213342599
Bordetella hinzii--Alcaligenaceae--AF177667 (Valid)	87.1527777778
Lautropia mirabilis--Burkholderiaceae--AEQP01000026 (Valid)	87.1527777778
Bordetella pseudohinzii--Alcaligenaceae--JHEP02000033 (Valid)	87.0833333333
Noviherbaspirillum massiliense--Oxalobacteraceae--JN657219 (Valid)	87.0138888889
Cupriavidus plantarum--Burkholderiaceae--HQ438086 (Valid)	87.0138888889
Paraburkholderia endofungorum--Burkholderiaceae--AM420302 (Valid)	86.9625520111
Cupriavidus taiwanensis--Burkholderiaceae--AF300324 (Valid)	86.8932038835
Candidimonas bauzanensis--Alcaligenaceae--GQ246953 (Valid)	86.875
Massilia arvi--Oxalobacteraceae--KJ810584 (Valid)	86.8124118477
Limnobacter litoralis--Burkholderiaceae--AB366174 (Valid)	86.7361111111
Limnobacter thiooxidans--Burkholderiaceae--AJ289885 (Valid)	86.4583333333
Massilia putida--Oxalobacteraceae--JQ608336 (Valid)	86.3194444444
