#Matching species	Similarity (%)
Clostridium amygdalinum--Clostridiaceae--AY353957 (Valid)	93.3788395904
Clostridium saccharolyticum--Clostridiaceae--Y18185 (Valid)	93.3242506812
Clostridium xylanolyticum--Clostridiaceae--X76739 (Valid)	93.2498260264
Clostridium celerecrescens--Clostridiaceae--X71848 (Valid)	93.1972789116
Desulfotomaculum guttoideum--Peptococcaceae--Y11568 (Valid)	93.0612244898
Clostridium indolis--Clostridiaceae--Y18184 (Valid)	93.0612244898
Clostridium aldenense--Clostridiaceae--DQ279736 (Valid)	93.0316091954
Clostridium aerotolerans--Clostridiaceae--X76163 (Valid)	93.0200414651
Clostridium methoxybenzovorans--Clostridiaceae--AF067965 (Valid)	92.7940176751
Clostridium citroniae--Clostridiaceae--DQ279737 (Valid)	92.6056338028
Clostridium clostridioforme--Clostridiaceae--M59089 (Valid)	92.5925925926
Clostridium algidixylanolyticum--Clostridiaceae--AF092549 (Valid)	92.5119128659
Clostridium sphenoides--Clostridiaceae--AB075772 (Valid)	92.5017041581
Hungatella effluvii--Clostridiaceae--HE603919 (Valid)	92.4715909091
Fusicatenibacter saccharivorans--Clostridiaceae--AB698910 (Valid)	92.4104005622
Hungatella hathewayi--Clostridiaceae--AJ311620 (Valid)	92.3829489867
Clostridium symbiosum--Clostridiaceae--M59112 (Valid)	92.3287671233
Clostridium bolteae--Clostridiaceae--AJ508452 (Valid)	92.3233695652
Clostridium asparagiforme--Clostridiaceae--AJ582080 (Valid)	92.2229869236
Clostridium lavalense--Clostridiaceae--EF564277 (Valid)	92.1595598349
Sellimonas intestinalis--Lachnospiraceae--KP966092 (Valid)	92.1189591078
Blautia coccoides--Unclassified Clostridiales--AB571656 (Valid)	91.9727891156
Kineothrix alysoides--Lachnospiraceae--KX356505 (Valid)	91.8439716312
Syntrophococcus sucromutans--Lachnospiraceae--AF202264 (Valid)	91.6723549488
Lactonifactor longoviformis--Clostridiaceae--DQ100449 (Valid)	91.5848527349
Blautia producta--Unclassified Clostridiales--L76595 (Valid)	91.5671117358
Blautia hansenii--Unclassified Clostridiales--AB534168 (Valid)	91.4908100749
Ruminococcus gnavus--Ruminococcaceae--X94967 (Valid)	91.426611797
Blautia hydrogenotrophica--Unclassified Clostridiales--X95624 (Valid)	91.4089347079
Ruminococcus gauvreauii--Ruminococcaceae--EF529620 (Valid)	91.4030261348
Clostridium aminophilum--Clostridiaceae--L04165 (Valid)	91.3520933425
Faecalimonas umbilicata--Lachnospiraceae--LC192831 (Valid)	91.2185159973
Clostridium nexile--Clostridiaceae--X73443 (Valid)	91.1643835616
Murimonas intestini--Lachnospiraceae--KC311366 (Valid)	91.0552061495
Blautia schinkii--Unclassified Clostridiales--X94965 (Valid)	91.0150891632
Marvinbryantia formatexigens--Lachnospiraceae--AJ505973 (Valid)	90.9717436251
Eubacterium oxidoreducens--Eubacteriaceae--FR733672 (Valid)	90.9400544959
Coprococcus comes--Lachnospiraceae--EF031542 (Valid)	90.8465244322
Roseburia intestinalis--Lachnospiraceae--AJ312385 (Valid)	90.7975460123
Falcatimonas natans--Lachnospiraceae--AB298726 (Valid)	90.7482993197
Cuneatibacter caecimuris--Lachnospiraceae--KR364760 (Valid)	90.625
Clostridium glycyrrhizinilyticum--Clostridiaceae--AB233029 (Valid)	90.6058543227
Faecalicatena contorta--Lachnospiraceae--FR749946 (Valid)	90.6058543227
Faecalicatena fissicatena--Lachnospiraceae--FR749936 (Valid)	90.6058543227
Faecalicatena orotica--Lachnospiraceae--FR749917 (Valid)	90.5377808033
Blautia obeum--Ruminococcaceae--X85101 (Valid)	90.4005524862
Roseburia hominis--Lachnospiraceae--AJ270482 (Valid)	90.3950953678
Blautia wexlerae--Unclassified Clostridiales--EF036467 (Valid)	90.2661064426
Eubacterium hadrum--Eubacteriaceae--FR749932 (Valid)	90.1293396869
Blautia glucerasea--Unclassified Clostridiales--AB439724 (Valid)	89.6245733788
