#Matching species	Similarity (%)
Pseudoflavonifractor capillosus--Unclassified Clostridiales--AY136666 (Valid)	94.3150684932
Intestinimonas butyriciproducens--Ruminococcaceae--KC311367 (Valid)	94.1095890411
Flavonifractor plautii--Unclassified Clostridiales--AY724678 (Valid)	93.3975240715
Clostridium viride--Clostridiaceae--X81125 (Valid)	93.2005494505
Oscillibacter valericigenes--Oscillospiraceae--AB238598 (Valid)	90.2892561983
Agathobaculum butyriciproducens--Ruminococcaceae--KP889099 (Valid)	90.1818181818
Papillibacter cinnamivorans--Ruminococcaceae--AF167711 (Valid)	89.6836313618
Oscillibacter ruminantium--Oscillospiraceae--JF750939 (Valid)	89.5596590909
Butyricicoccus faecihominis--Clostridiaceae--LC082228 (Valid)	89.1089108911
Butyricicoccus pullicaecorum--Clostridiaceae--EU410376 (Valid)	89.0027322404
Agathobaculum desmolans--Ruminococcaceae--L34618 (Valid)	88.2596685083
Sporobacter termitidis--Ruminococcaceae--Z49863 (Valid)	88.2068965517
Clostridium thermocellum--Clostridiaceae--CP000568 (Valid)	88.0494505495
Clostridium straminisolvens--Clostridiaceae--AB125279 (Valid)	87.9861111111
Pseudobacteroides cellulosolvens--Ruminococcaceae--HE862234 (Valid)	87.9250520472
Herbivorax saccincola--Ruminococcaceae--LN868252 (Valid)	87.6062322946
Clostridium alkalicellulosi--Clostridiaceae--AY959944 (Valid)	87.5344352617
Anaerobacterium chartisolvens--Ruminococcaceae--AB793710 (Valid)	87.5
Ruminococcus callidus--Ruminococcaceae--L76596 (Valid)	87.299270073
Bacteroides cellulosolvens--Bacteroidaceae--L35517 (Valid)	87.2727272727
Acetivibrio cellulolyticus--Ruminococcaceae--L35516 (Valid)	87.071977638
Saccharofermentans acetigenes--Clostridiaceae--AY949857 (Valid)	87.0103092784
Clostridium cellobioparum--Clostridiaceae--X71856 (Valid)	86.914600551
Anaerotruncus colihominis--Ruminococcaceae--AJ315980 (Valid)	86.8876080692
Harryflintia acetispora--Ruminococcaceae--KU999999 (Valid)	86.8672046955
Clostridium aldrichii--Clostridiaceae--X71846 (Valid)	86.8547832072
Caproiciproducens galactitolivorans--Unclassified Clostridiales--FJ805840 (Valid)	86.8238557559
Ruminococcus champanellensis--Ruminococcaceae--AJ515913 (Valid)	86.82284041
Clostridium methylpentosum--Clostridiaceae--Y18181 (Valid)	86.7924528302
Clostridium stercorarium--Clostridiaceae--AF266461 (Valid)	86.7808219178
Clostridium termitidis--Clostridiaceae--FR733680 (Valid)	86.6391184573
Eubacterium siraeum--Eubacteriaceae--L34625 (Valid)	86.4619678995
Clostridium stercorarium--Clostridiaceae--X72870 (Valid)	86.4476386037
Acutalibacter muris--Clostridiaceae--KR364749 (Valid)	86.4163822526
Mageeibacillus indolicus--Ruminococcaceae--GQ900631 (Valid)	86.4137931034
Fournierella massiliensis--Ruminococcaceae--LN846908 (Valid)	86.3201094391
Hydrogenoanaerobacterium saccharovorans--Ruminococcaceae--EU158190 (Valid)	86.2731640357
Ruminococcus bromii--Ruminococcaceae--L76600 (Valid)	86.2545454545
Clostridium leptum--Clostridiaceae--AJ305238 (Valid)	86.1072902338
Clostridium papyrosolvens--Clostridiaceae--X71852 (Valid)	86.0192837466
Ercella succinigenes--Ruminococcaceae--HG003571 (Valid)	85.9571322986
Clostridium stercorarium--Clostridiaceae--AJ310082 (Valid)	85.7826384142
Ruthenibacterium lactatiformans--Ruminococcaceae--KM098109 (Valid)	85.7045143639
Clostridium caenicola--Clostridiaceae--AB221372 (Valid)	85.2920962199
Anaerofilum agile--Ruminococcaceae--X98011 (Valid)	85.2879944483
Clostridium thermosuccinogenes--Clostridiaceae--Y18180 (Valid)	85.2257181943
Clostridium clariflavum--Clostridiaceae--AB186359 (Valid)	85.2107809261
Cellulosibacter alkalithermophilus--Clostridiaceae--FJ815191 (Valid)	85.2033660589
Clostridium hungatei--Clostridiaceae--FR749966 (Valid)	84.6785225718
Clostridium cellulolyticum--Clostridiaceae--X71847 (Valid)	83.5841313269
