#Matching species	Similarity (%)
Olsenella umbonata--Atopobacteriaceae--FN178463 (Valid)	92.7142857143
Olsenella uli--Atopobacteriaceae--AF292373 (Valid)	92.2857142857
Olsenella profusa--Atopobacteriaceae--AF292374 (Valid)	92.2857142857
Olsenella scatoligenes--Atopobacteriaceae--JX905358 (Valid)	91.2857142857
Atopobium parvulum--Atopobacteriaceae--CP001721 (Valid)	91.2732474964
Atopobium vaginae--Atopobacteriaceae--Y17195 (Valid)	90.7785336357
Atopobium minutum--Atopobacteriaceae--X67148 (Valid)	90.6093189964
Atopobium deltae--Atopobacteriaceae--KF537630 (Valid)	90.234948605
Atopobium rimae--Atopobacteriaceae--AF292371 (Valid)	90.0501073729
Collinsella tanakaei--Coriobacteriaceae--AB490807 (Valid)	89.0007189073
Atopobium fossor--Atopobacteriaceae--L34620 (Valid)	88.8650963597
Gordonibacter urolithinfaciens--Eggerthellaceae--HG000667 (Valid)	88.6575735822
Paraeggerthella hongkongensis--Eggerthellaceae--AY288517 (Valid)	88.5304659498
Gordonibacter faecihominis--Eggerthellaceae--KF785806 (Valid)	88.5281385281
Eggerthella sinensis--Eggerthellaceae--AY321958 (Valid)	88.1635581062
Enorma massiliensis--Coriobacteriaceae--JN837493 (Valid)	88.066139468
Slackia exigua--Eggerthellaceae--AF101240 (Valid)	87.9569892473
Eggerthella lenta--Eggerthellaceae--AF292375 (Valid)	87.9396984925
Collinsella aerofaciens--Coriobacteriaceae--AB011816 (Valid)	87.8787878788
Senegalimassilia anaerobia--Eggerthellaceae--JF824809 (Valid)	87.8741366078
Coriobacterium glomerans--Coriobacteriaceae--X79048 (Valid)	87.8591954023
Collinsella intestinalis--Coriobacteriaceae--AB031063 (Valid)	87.8154289834
Gordonibacter pamelaeae--Eggerthellaceae--AM886059 (Valid)	87.8048780488
Adlercreutzia equolifaciens--Eggerthellaceae--AB306661 (Valid)	87.7331420373
Enorma timonensis--Coriobacteriaceae--JX424767 (Valid)	87.6258992806
Slackia piriformis--Eggerthellaceae--AB490806 (Valid)	87.5985663082
Enterorhabdus mucosicola--Eggerthellaceae--AM747811 (Valid)	87.3744619799
Collinsella stercoris--Coriobacteriaceae--AB031061 (Valid)	87.3737373737
Collinsella massiliensis--Coriobacteriaceae--JX424766 (Valid)	87.3692679002
Slackia heliotrinireducens--Eggerthellaceae--AF101241 (Valid)	87.311827957
Enterorhabdus muris--Eggerthellaceae--KR364735 (Valid)	87.2169466764
Parvibacter caecicola--Eggerthellaceae--GQ456228 (Valid)	87.1592539455
Enterorhabdus caecimuris--Eggerthellaceae--DQ789120 (Valid)	87.106017192
Cryptobacterium curtum--Eggerthellaceae--AB019260 (Valid)	87.0758122744
Asaccharobacter celatus--Eggerthellaceae--AB266102 (Valid)	87.012987013
Slackia isoflavoniconvertens--Eggerthellaceae--EU826403 (Valid)	86.7635807192
Slackia faecicanis--Eggerthellaceae--AJ608686 (Valid)	86.6666666667
Slackia equolifaciens--Eggerthellaceae--EU377663 (Valid)	86.3180515759
Denitrobacterium detoxificans--Eggerthellaceae--U43492 (Valid)	85.581061693
Streptomyces viridis--Streptomycetaceae--FR692117 (Valid)	85.3342918763
Streptomyces herbaceus--Streptomycetaceae--FR692091 (Valid)	85.2517985612
Streptomyces termitum--Streptomycetaceae--AB184302 (Valid)	85.0681981335
Streptomyces lateritius--Streptomycetaceae--AJ781326 (Valid)	84.7919655667
Streptomyces zaomyceticus--Streptomycetaceae--EF178685 (Valid)	84.7202295552
Streptomyces exfoliatus--Streptomycetaceae--AB184324 (Valid)	84.6484935438
Streptomyces venezuelae--Streptomycetaceae--AB045890 (Valid)	84.6484935438
Streptomyces sannanensis--Streptomycetaceae--AB184579 (Valid)	84.5767575323
Streptomyces calidiresistens--Streptomycetaceae--KJ361473 (Valid)	84.3951324266
Streptomyces herbaricolor--Streptomycetaceae--AB184801 (Valid)	84.0746054519
Streptomyces indigoferus--Streptomycetaceae--AB184214 (Valid)	84.0746054519
