#Matching species	POCP (%)
POCP suggests seperate genus between the input genome and Mageeibacillus_indolicus--GCF_000025225.2 as POCP was;	22.3021582734%
POCP suggests seperate genus between the input genome and Acutalibacter_muris--GCF_002201475.1 as POCP was;	26.9939707149%
POCP suggests seperate genus between the input genome and Sporobacter_termitidis--GCF_900130065.1 as POCP was;	30.0590072891%
POCP suggests seperate genus between the input genome and Eubacterium_limosum--GCF_000807675.2 as POCP was;	21.031096563%
POCP suggests seperate genus between the input genome and Acetivibrio_cellulolyticus--GCF_000179595.2 as POCP was;	19.1492409052%
POCP suggests seperate genus between the input genome and Clostridium_cellobioparum--GCF_000621505.1 as POCP was;	19.3698129132%
POCP suggests seperate genus between the input genome and Clostridium_cellulolyticum--GCF_000022065.1 as POCP was;	22.092811647%
POCP suggests seperate genus between the input genome and Ruminococcus_bromii--GCF_900101355.1 as POCP was;	28.535924085%
POCP suggests seperate genus between the input genome and Oscillibacter_valericigenes--GCF_000283575.1 as POCP was;	34.072327044%
POCP suggests seperate genus between the input genome and Pseudoflavonifractor_capillosus--GCF_000169255.2 as POCP was;	43.1972789116%
POCP suggests the input genome and Intestinimonas_butyriciproducens--GCA_003096335.1 belong to the same genus with a POCP of;	50.0789265983%
POCP suggests seperate genus between the input genome and Clostridium_viride--GCF_000620945.1 as POCP was;	41.120409112%
POCP suggests seperate genus between the input genome and Pseudobacteroides_cellulosolvens--GCF_001262605.1 as POCP was;	16.7912812064%
POCP suggests seperate genus between the input genome and Oscillibacter_ruminantium--GCF_000307265.1 as POCP was;	41.9639196392%
POCP suggests seperate genus between the input genome and Clostridium_hungatei--GCF_002051585.1 as POCP was;	21.3346166185%
POCP suggests seperate genus between the input genome and Flavonifractor_plautii--GCF_000239295.1 as POCP was;	46.8689363203%
POCP suggests seperate genus between the input genome and Ruminococcus_flavefaciens--GCF_000571935.1 as POCP was;	23.0964467005%
POCP suggests seperate genus between the input genome and Clostridium_butyricum--GCF_000409755.1 as POCP was;	19.9542782495%
POCP suggests seperate genus between the input genome and Clostridium_leptum--GCF_000154345.1 as POCP was;	30.3290414878%
POCP suggests seperate genus between the input genome and Clostridium_thermosuccinogenes--GCF_002896855.1 as POCP was;	21.9276304819%
POCP suggests seperate genus between the input genome and Acetanaerobacterium_elongatum--GCF_900103835.1 as POCP was;	29.6691568837%
POCP suggests seperate genus between the input genome and Clostridium_termitidis--GCF_000350485.1 as POCP was;	19.0710382514%
POCP suggests seperate genus between the input genome and Clostridium_methylpentosum--GCF_000158655.1 as POCP was;	30.681346074%
POCP suggests seperate genus between the input genome and Agathobaculum_butyriciproducens--GCA_003096535.1 as POCP was;	35.3553243303%
POCP suggests seperate genus between the input genome and Anaerotruncus_colihominis--GCF_000154565.1 as POCP was;	31.3154624534%
POCP suggests seperate genus between the input genome and Clostridium_sufflavum--GCF_003208175.1 as POCP was;	22.5812178235%
POCP suggests seperate genus between the input genome and Hydrogenoanaerobacterium_saccharovorans--GCF_900110045.1 as POCP was;	31.25%
POCP suggests seperate genus between the input genome and Herbivorax_saccincola--GCF_002844395.1 as POCP was;	20.8588957055%
POCP suggests seperate genus between the input genome and Papillibacter_cinnamivorans--GCF_900176335.1 as POCP was;	41.290740341%
POCP suggests seperate genus between the input genome and Clostridium_clariflavum--GCF_000237085.1 as POCP was;	20.1161477658%
POCP suggests seperate genus between the input genome and Clostridium_cellulosi--GCF_000953215.1 as POCP was;	29.5073768442%
POCP suggests seperate genus between the input genome and Ruminococcus_albus--GCF_900109655.1 as POCP was;	21.9557538576%
POCP suggests seperate genus between the input genome and Butyricicoccus_pullicaecorum--GCF_900167005.1 as POCP was;	32.3564122738%
POCP suggests seperate genus between the input genome and Clostridium_straminisolvens--GCF_000521465.1 as POCP was;	20.7403965304%
POCP suggests seperate genus between the input genome and Ethanoligenens_harbinense--GCF_000178115.2 as POCP was;	27.1449548983%
POCP suggests seperate genus between the input genome and Clostridium_stercorarium--GCF_000331995.1 as POCP was;	25.9396853147%
POCP suggests seperate genus between the input genome and Agathobaculum_desmolans--GCF_000701665.1 as POCP was;	35.3004990236%
POCP suggests seperate genus between the input genome and Fournierella_massiliensis--GCF_001486665.1 as POCP was;	30.9846431798%
POCP suggests seperate genus between the input genome and Eubacterium_siraeum--GCF_000154325.1 as POCP was;	26.9177449168%
POCP suggests seperate genus between the input genome and Clostridium_papyrosolvens--GCF_000175795.2 as POCP was;	20.6703014753%
