#Matching species	Similarity (%)
Ruminococcus torques--Ruminococcaceae--L76604 (Valid)	96.5346534653
Faecalicatena contorta--Lachnospiraceae--FR749946 (Valid)	96.4008468596
Clostridium glycyrrhizinilyticum--Clostridiaceae--AB233029 (Valid)	96.2597035992
Ruminococcus faecis--Ruminococcaceae--FJ611794 (Valid)	96.020260492
Faecalicatena fissicatena--Lachnospiraceae--FR749936 (Valid)	95.9774170783
Faecalicatena orotica--Lachnospiraceae--FR749917 (Valid)	95.8362738179
Faecalimonas umbilicata--Lachnospiraceae--LC192831 (Valid)	94.9894142555
Dorea longicatena--Lachnospiraceae--AJ132842 (Valid)	94.5635528331
Ruminococcus gnavus--Ruminococcaceae--X94967 (Valid)	94.4562899787
Clostridium nexile--Clostridiaceae--X73443 (Valid)	94.1761363636
Ruminococcus lactaris--Ruminococcaceae--L76602 (Valid)	94.0586972083
Muricomes intestini--Unclassified Clostridiales--KR364770 (Valid)	93.9265536723
Hespellia porcina--Lachnospiraceae--AF445239 (Valid)	93.8307030129
Coprococcus comes--Lachnospiraceae--EF031542 (Valid)	93.6124911285
Hespellia stercorisuis--Lachnospiraceae--AF445264 (Valid)	93.3571428571
Extibacter muris--Clostridiaceae--KR364761 (Valid)	92.8722653493
Roseburia faecis--Lachnospiraceae--AY305310 (Valid)	92.8317955997
Sellimonas intestinalis--Lachnospiraceae--KP966092 (Valid)	92.6646706587
Roseburia intestinalis--Lachnospiraceae--AJ312385 (Valid)	92.6605504587
Roseburia hominis--Lachnospiraceae--AJ270482 (Valid)	92.6605504587
Blautia coccoides--Unclassified Clostridiales--AB571656 (Valid)	92.6605504587
Blautia hansenii--Unclassified Clostridiales--AB534168 (Valid)	92.6605504587
Anaerostipes hadrus--Lachnospiraceae--JF412658 (Valid)	92.4715909091
Clostridium bolteae--Clostridiaceae--AJ508452 (Valid)	92.3782639379
Clostridium citroniae--Clostridiaceae--DQ279737 (Valid)	92.3242467719
Clostridium indolis--Clostridiaceae--Y18184 (Valid)	92.3076923077
Clostridium clostridioforme--Clostridiaceae--M59089 (Valid)	92.2913719943
Roseburia inulinivorans--Lachnospiraceae--AJ270473 (Valid)	92.2371206775
Dorea formicigenerans--Lachnospiraceae--L34619 (Valid)	92.2371206775
Eubacterium hadrum--Eubacteriaceae--FR749932 (Valid)	92.2371206775
Falcatimonas natans--Lachnospiraceae--AB298726 (Valid)	92.1665490473
Eubacterium oxidoreducens--Eubacteriaceae--FR733672 (Valid)	92.0959774171
Clostridium scindens--Clostridiaceae--AF262238 (Valid)	92.0959774171
Clostridium amygdalinum--Clostridiaceae--AY353957 (Valid)	92.0792079208
Clostridium methoxybenzovorans--Clostridiaceae--AF067965 (Valid)	92.0254057869
Blautia producta--Unclassified Clostridiales--L76595 (Valid)	91.9548341567
Lactonifactor longoviformis--Clostridiaceae--DQ100449 (Valid)	91.9548341567
Clostridium saccharolyticum--Clostridiaceae--Y18185 (Valid)	91.9548341567
Ruminococcus gauvreauii--Ruminococcaceae--EF529620 (Valid)	91.9091554294
Clostridium celerecrescens--Clostridiaceae--X71848 (Valid)	91.8842625265
Robinsoniella peoriensis--Lachnospiraceae--AF445285 (Valid)	91.8842625265
Clostridium hylemonae--Clostridiaceae--AB023973 (Valid)	91.8265813788
Clostridium xylanolyticum--Clostridiaceae--X76739 (Valid)	91.7431192661
Clostridium lavalense--Clostridiaceae--EF564277 (Valid)	91.6193181818
Desulfotomaculum guttoideum--Peptococcaceae--Y11568 (Valid)	91.6019760056
Clostridium sphenoides--Clostridiaceae--AB075772 (Valid)	91.5960451977
Fusicatenibacter saccharivorans--Clostridiaceae--AB698910 (Valid)	91.5901060071
Blautia schinkii--Unclassified Clostridiales--X94965 (Valid)	91.5302491103
Hungatella hathewayi--Clostridiaceae--AJ311620 (Valid)	91.513437058
Blautia glucerasea--Unclassified Clostridiales--AB439724 (Valid)	91.4366595895
