#Matching species	Similarity (%)
Alistipes timonensis--Rikenellaceae--JF824799 (Valid)	95.5903271693
Alistipes finegoldii--Rikenellaceae--AY643083 (Valid)	95.020746888
Alistipes onderdonkii--Rikenellaceae--AY974071 (Valid)	94.8611111111
Alistipes shahii--Rikenellaceae--AY974072 (Valid)	94.7625698324
Alistipes putredinis--Rikenellaceae--L16497 (Valid)	93.4527911785
Alistipes indistinctus--Rikenellaceae--AB490804 (Valid)	91.4718019257
Alistipes inops--Rikenellaceae--JRGF01000044 (Valid)	91.1202185792
Mucinivorans hirudinis--Rikenellaceae--HG934468 (Valid)	88.1705639615
Rikenella microfusus--Rikenellaceae--L16498 (Valid)	87.0523415978
Alkaliflexus imshenetskii--Marinilabiliaceae--AJ784993 (Valid)	85.5563234278
Marinifilum flexuosum--Marinifilaceae--HE613737 (Valid)	85.3351955307
Marinifilum albidiflavum--Marinifilaceae--KX010419 (Valid)	85.2900552486
Ancylomarina subtilis--Marinifilaceae--KP214056 (Valid)	85.0828729282
Lentimicrobium saccharophilum--Lentimicrobiaceae--LC049960 (Valid)	84.9030470914
Pedobacter nanyangensis--Sphingobacteriaceae--KM210514 (Valid)	84.8693259972
Natronoflexus pectinivorans--Marinilabiliaceae--GQ922844 (Valid)	84.8275862069
Alkalitalea saponilacus--Marinilabiliaceae--HQ191474 (Valid)	84.7527472527
Marinifilum fragile--Marinifilaceae--FJ394546 (Valid)	84.6896551724
Mangroviflexus xiamenensis--Marinilabiliaceae--HQ697914 (Valid)	84.561891516
Carboxylicivirga taeanensis--Marinilabiliaceae--KF620113 (Valid)	84.5540246555
Anaerocella delicata--Rikenellaceae--AB298736 (Valid)	84.3922651934
Pedobacter sandarakinus--Sphingobacteriaceae--DQ235228 (Valid)	84.3598615917
Carboxylicivirga mesophila--Marinilabiliaceae--JQ672625 (Valid)	84.3381843382
Pedobacter xixiisoli--Sphingobacteriaceae--KJ150595 (Valid)	84.3191196699
Prolixibacter denitrificans--Prolixibacteraceae--AB986195 (Valid)	84.2579750347
Luteibaculum oceani--Cryomorphaceae--KC169812 (Valid)	84.0799448656
Geofilum rubicundum--Marinilabiliaceae--AB362265 (Valid)	84.0055632823
Proteiniphilum acetatigenes--Porphyromonadaceae--AY742226 (Valid)	84.005468216
Pedobacter daechungensis--Sphingobacteriaceae--AB267722 (Valid)	83.9972527473
Pedobacter terricola--Sphingobacteriaceae--EF446147 (Valid)	83.9335180055
Pedobacter agri--Sphingobacteriaceae--EF660751 (Valid)	83.9064649243
Carboxylicivirga flava--Marinilabiliaceae--KR809872 (Valid)	83.8663823738
Pedobacter rhizosphaerae--Sphingobacteriaceae--AM279214 (Valid)	83.8598901099
Pedobacter zeae--Sphingobacteriaceae--KR610524 (Valid)	83.8487972509
Pedobacter terrae--Sphingobacteriaceae--DQ889723 (Valid)	83.8286109191
Cytophaga xylanolytica--Cytophagaceae--FR733683 (Valid)	83.8154269972
Pedobacter soli--Sphingobacteriaceae--AM279215 (Valid)	83.7912087912
Sphingobacterium thermophilum--Sphingobacteriaceae--AB563783 (Valid)	83.7559972584
Pedobacter suwonensis--Sphingobacteriaceae--DQ097274 (Valid)	83.7273991655
Olivibacter terrae--Sphingobacteriaceae--AB267714 (Valid)	83.7225274725
Thermophagus xiamenensis--Marinilabiliaceae--DQ517535 (Valid)	83.6762688615
Pseudopedobacter saltans--Sphingobacteriaceae--CP002545 (Valid)	83.6637047163
Brumimicrobium mesophilum--Crocinitomicaceae--DQ660382 (Valid)	83.6538461538
Sphingobacterium cibi--Sphingobacteriaceae--JN941762 (Valid)	83.6413415469
Prolixibacter bellariivorans--Prolixibacteraceae--AY918928 (Valid)	83.6224843858
Saccharicrinis fermentans--Unclassified Bacteroidales--M58766 (Valid)	83.5862068966
Pedobacter lentus--Sphingobacteriaceae--EF446146 (Valid)	83.5521769178
Paludibacter propionicigenes--Porphyromonadaceae--AB078842 (Valid)	83.5180055402
Fermentimonas caenicola--Porphyromonadaceae--KP233810 (Valid)	83.4586466165
Porphyromonas pasteri--Porphyromonadaceae--LC014934 (Valid)	83.3333333333
