#Matching species	Similarity (%)
Veillonella criceti--Veillonellaceae--AF186072 (Valid)	98.5781990521
Veillonella seminalis--Veillonellaceae--AY211542 (Valid)	98.5107967238
Veillonella ratti--Veillonellaceae--AY355138 (Valid)	98.0659025788
Veillonella magna--Veillonellaceae--EU096495 (Valid)	96.7496542185
Veillonella atypica--Veillonellaceae--AF439641 (Valid)	95.2142857143
Veillonella denticariosi--Veillonellaceae--EF185167 (Valid)	94.9358541526
Veillonella caviae--Veillonellaceae--AY355140 (Valid)	94.8644793153
Veillonella tobetsuensis--Veillonellaceae--AB679109 (Valid)	94.6200403497
Veillonella dispar--Veillonellaceae--AF439639 (Valid)	94.6142649199
Veillonella parvula--Veillonellaceae--AY995767 (Valid)	94.5982444294
Veillonella rogosae--Veillonellaceae--EF108443 (Valid)	94.1921072226
Veillonella rodentium--Veillonellaceae--AY514996 (Valid)	93.4915773354
Veillonella montpellierensis--Veillonellaceae--AF473836 (Valid)	93.0397727273
Megasphaera micronuciformis--Veillonellaceae--AF473834 (Valid)	90.3133903134
Megasphaera elsdenii--Veillonellaceae--U95027 (Valid)	89.8220640569
Megasphaera paucivorans--Veillonellaceae--DQ223730 (Valid)	89.5053475936
Megasphaera massiliensis--Veillonellaceae--JX424772 (Valid)	89.2761394102
Megasphaera sueciensis--Veillonellaceae--DQ223729 (Valid)	89.1711229947
Megasphaera indica--Veillonellaceae--HM990965 (Valid)	89.156626506
Anaeroglobus geminatus--Veillonellaceae--AF338413 (Valid)	88.7384176764
Propionispira arcuata--Selenomonadaceae--AB298743 (Valid)	88.5593220339
Anaerosinus glycerini--Sporomusaceae--AJ010960 (Valid)	88.49797023
Negativicoccus succinicivorans--Veillonellaceae--FJ715930 (Valid)	88.4835479256
Propionispora hippei--Sporomusaceae--AJ508927 (Valid)	88.3064516129
Propionispora vibrioides--Sporomusaceae--AJ279802 (Valid)	88.2392473118
Dialister micraerophilus--Veillonellaceae--AF473837 (Valid)	88.2229965157
Megasphaera cerevisiae--Veillonellaceae--L37040 (Valid)	88.1578947368
Anaerospora hongkongensis--Sporomusaceae--AY372050 (Valid)	88.035350102
Propionispira raffinosivorans--Selenomonadaceae--DQ217599 (Valid)	87.9943502825
Dialister succinatiphilus--Veillonellaceae--AB370249 (Valid)	87.9032258065
Propionispira arboris--Selenomonadaceae--Y18190 (Valid)	87.8830083565
Acetonema longum--Sporomusaceae--AJ010964 (Valid)	87.7371273713
Anaeroarcus burkinensis--Sporomusaceae--AJ010961 (Valid)	87.7204884668
Propionispira paucivorans--Selenomonadaceae--HE582762 (Valid)	87.7016129032
Dialister propionicifaciens--Veillonellaceae--AY850119 (Valid)	87.6436781609
Pelosinus propionicus--Sporomusaceae--AM258975 (Valid)	87.5168690958
Sporomusa aerivorans--Sporomusaceae--AJ506191 (Valid)	87.3989218329
Anaeromusa acidaminophila--Sporomusaceae--AF071415 (Valid)	87.3819163293
Dialister invisus--Veillonellaceae--AY162469 (Valid)	87.2983870968
Thermosinus carboxydivorans--Sporomusaceae--AAWL01000022 (Valid)	87.2898453262
Sporomusa sphaeroides--Sporomusaceae--AJ279801 (Valid)	87.2727272727
Phascolarctobacterium faecium--Acidaminococcaceae--X72865 (Valid)	87.239758227
Sporomusa paucivorans--Sporomusaceae--FR749939 (Valid)	87.138047138
Sporomusa malonica--Sporomusaceae--AJ279799 (Valid)	86.9272237197
Dendrosporobacter quercicolus--Sporomusaceae--AJ010962 (Valid)	86.8796736914
Dialister pneumosintes--Veillonellaceae--X82500 (Valid)	86.8013468013
Anaerosporomusa subterranea--Sporomusaceae--KX268498 (Valid)	86.7567567568
Selenomonas bovis--Selenomonadaceae--EF139191 (Valid)	86.0962566845
Sporomusa ovata--Sporomusaceae--AJ279800 (Valid)	86.032388664
Mitsuokella jalaludinii--Selenomonadaceae--AF479674 (Valid)	86.0107095047
