#Matching species	Similarity (%)
Prevotella loescheii--Prevotellaceae--AY836508 (Valid)	90.0070372977
Prevotella shahii--Prevotellaceae--AB108825 (Valid)	89.7255453906
Prevotella dentasini--Prevotellaceae--AB477014 (Valid)	89.0921885996
Prevotella dentalis--Prevotellaceae--X81876 (Valid)	88.318085855
Prevotella albensis--Prevotellaceae--AJ011683 (Valid)	88.1773399015
Hallella seregens--Prevotellaceae--X81877 (Valid)	88.1773399015
Prevotella saccharolytica--Prevotellaceae--FJ825149 (Valid)	88.0365939479
Prevotella oralis--Prevotellaceae--AY323522 (Valid)	87.8254750176
Prevotella baroniae--Prevotellaceae--AY840553 (Valid)	87.684729064
Prevotella stercorea--Prevotellaceae--AB244774 (Valid)	87.6673713883
Prevotella buccalis--Prevotellaceae--L16476 (Valid)	87.6325088339
Prevotella jejuni--Prevotellaceae--JQ778983 (Valid)	87.5352112676
Prevotella buccae--Prevotellaceae--L16477 (Valid)	87.5
Prevotella bryantii--Prevotellaceae--AJ006457 (Valid)	87.4736101337
Prevotella copri--Prevotellaceae--AB064923 (Valid)	87.4032371569
Prevotella melaninogenica--Prevotellaceae--CP002122 (Valid)	87.2355430183
Prevotella oris--Prevotellaceae--L16474 (Valid)	87.1921182266
Prevotella marshii--Prevotellaceae--AF481227 (Valid)	87.1217452498
Prevotella pleuritidis--Prevotellaceae--AB278593 (Valid)	87.1217452498
Prevotella histicola--Prevotellaceae--EU126661 (Valid)	87.1126760563
Prevotella denticola--Prevotellaceae--AY323524 (Valid)	87.1126760563
Prevotella scopos--Prevotellaceae--FJ545434 (Valid)	87.051372273
Prevotella paludivivens--Prevotellaceae--AB078827 (Valid)	87.0410367171
Prevotella multiformis--Prevotellaceae--AB182483 (Valid)	86.9718309859
Prevotella micans--Prevotellaceae--AF481228 (Valid)	86.9106263195
Prevotella veroralis--Prevotellaceae--L16473 (Valid)	86.8829337094
Prevotella colorans--Prevotellaceae--KT886066 (Valid)	86.7512332629
Prevotella maculosa--Prevotellaceae--EF534314 (Valid)	86.6995073892
Prevotella timonensis--Prevotellaceae--DQ518919 (Valid)	86.6995073892
Prevotella oulorum--Prevotellaceae--L16472 (Valid)	86.6291344124
Prevotella nanceiensis--Prevotellaceae--AY957555 (Valid)	86.575735822
Prevotella oryzae--Prevotellaceae--AB588018 (Valid)	86.5587614356
Prevotella salivae--Prevotellaceae--AB108826 (Valid)	86.5587614356
Prevotella fusca--Prevotellaceae--FJ545433 (Valid)	86.5587614356
Prevotella corporis--Prevotellaceae--L16465 (Valid)	86.4214992928
Prevotella bergensis--Prevotellaceae--AY350613 (Valid)	86.4084507042
Prevotella amnii--Prevotellaceae--AM422125 (Valid)	86.1267605634
Prevotella bivia--Prevotellaceae--L16475 (Valid)	86.0875706215
Prevotella intermedia--Prevotellaceae--AB547686 (Valid)	85.9254046446
Prevotella brevis--Prevotellaceae--AJ011682 (Valid)	85.9254046446
Prevotella nigrescens--Prevotellaceae--X73963 (Valid)	85.9055673009
Paraprevotella xylaniphila--Prevotellaceae--AB331897 (Valid)	85.8550316678
Prevotella enoeca--Prevotellaceae--AJ005635 (Valid)	85.8050847458
Prevotella falsenii--Prevotellaceae--AB429504 (Valid)	85.7846586911
Paraprevotella clara--Prevotellaceae--AB331896 (Valid)	85.7846586911
Prevotella pallens--Prevotellaceae--Y13105 (Valid)	85.3624208304
Prevotella aurantiaca--Prevotellaceae--AB480534 (Valid)	85.2920478536
Prevotella disiens--Prevotellaceae--L16483 (Valid)	85.0105559465
Prevotella multisaccharivorax--Prevotellaceae--AB200414 (Valid)	84.9401829697
Prevotella ruminicola--Prevotellaceae--L16482 (Valid)	84.2514124294
