#Matching species	Similarity (%)
Murimonas intestini--Lachnospiraceae--KC311366 (Valid)	91.8181818182
Marvinbryantia formatexigens--Lachnospiraceae--AJ505973 (Valid)	91.4541695382
Fusicatenibacter saccharivorans--Clostridiaceae--AB698910 (Valid)	90.7238229093
Extibacter muris--Clostridiaceae--KR364761 (Valid)	90.7122905028
Clostridium aldenense--Clostridiaceae--DQ279736 (Valid)	90.6474820144
Blautia coccoides--Unclassified Clostridiales--AB571656 (Valid)	90.4697072839
Ruminococcus gnavus--Ruminococcaceae--X94967 (Valid)	90.3978052126
Blautia stercoris--Unclassified Clostridiales--HM626177 (Valid)	90.2261123268
Blautia producta--Unclassified Clostridiales--L76595 (Valid)	90.1547116737
Blautia glucerasea--Unclassified Clostridiales--AB439724 (Valid)	90.0273224044
Clostridium saccharolyticum--Clostridiaceae--Y18185 (Valid)	89.9182561308
Muricomes intestini--Unclassified Clostridiales--KR364770 (Valid)	89.9088997898
Clostridium glycyrrhizinilyticum--Clostridiaceae--AB233029 (Valid)	89.8501362398
Blautia obeum--Ruminococcaceae--X85101 (Valid)	89.7860593513
Desulfotomaculum guttoideum--Peptococcaceae--Y11568 (Valid)	89.7208985705
Faecalicatena fissicatena--Lachnospiraceae--FR749936 (Valid)	89.7138964578
Clostridium celerecrescens--Clostridiaceae--X71848 (Valid)	89.6528250511
Faecalicatena orotica--Lachnospiraceae--FR749917 (Valid)	89.6457765668
Clostridium indolis--Clostridiaceae--Y18184 (Valid)	89.5166780123
Faecalimonas umbilicata--Lachnospiraceae--LC192831 (Valid)	89.5095367847
Robinsoniella peoriensis--Lachnospiraceae--AF445285 (Valid)	89.5095367847
Roseburia intestinalis--Lachnospiraceae--AJ312385 (Valid)	89.4952251023
Clostridium amygdalinum--Clostridiaceae--AY353957 (Valid)	89.4880546075
Clostridium sphenoides--Clostridiaceae--AB075772 (Valid)	89.4270122783
Faecalicatena contorta--Lachnospiraceae--FR749946 (Valid)	89.3732970027
Blautia schinkii--Unclassified Clostridiales--X94965 (Valid)	89.3689986283
Clostridium citroniae--Clostridiaceae--DQ279737 (Valid)	89.3661971831
Roseburia hominis--Lachnospiraceae--AJ270482 (Valid)	89.3660531697
Syntrophococcus sucromutans--Lachnospiraceae--AF202264 (Valid)	89.3296853625
Clostridium xylanolyticum--Clostridiaceae--X76739 (Valid)	89.2757660167
Roseburia faecis--Lachnospiraceae--AY305310 (Valid)	89.2561983471
Hungatella hathewayi--Clostridiaceae--AJ311620 (Valid)	89.2382948987
Clostridium polysaccharolyticum--Clostridiaceae--X77839 (Valid)	89.2002734108
Clostridium methoxybenzovorans--Clostridiaceae--AF067965 (Valid)	89.1763104152
Clostridium bolteae--Clostridiaceae--AJ508452 (Valid)	89.1763104152
Eubacterium oxidoreducens--Eubacteriaceae--FR733672 (Valid)	89.1615541922
Falcatimonas natans--Lachnospiraceae--AB298726 (Valid)	89.1082368958
Clostridium algidixylanolyticum--Clostridiaceae--AF092549 (Valid)	89.1008174387
Ruminococcus torques--Ruminococcaceae--L76604 (Valid)	89.0691114245
Bacteroides pectinophilus--Bacteroidaceae--ABVQ01000036 (Valid)	89.0326975477
Eubacterium cellulosolvens--Eubacteriaceae--X71860 (Valid)	89.0177353342
Ruminococcus gauvreauii--Ruminococcaceae--EF529620 (Valid)	88.9958734525
Blautia hansenii--Unclassified Clostridiales--AB534168 (Valid)	88.9645776567
Clostridium scindens--Clostridiaceae--AF262238 (Valid)	88.9570552147
Clostridium clostridioforme--Clostridiaceae--M59089 (Valid)	88.8812628689
Clostridium aerotolerans--Clostridiaceae--X76163 (Valid)	88.8735314444
Blautia wexlerae--Unclassified Clostridiales--EF036467 (Valid)	88.8733379986
Eubacterium hadrum--Eubacteriaceae--FR749932 (Valid)	88.6920980926
Coprococcus comes--Lachnospiraceae--EF031542 (Valid)	88.4377150723
Dorea formicigenerans--Lachnospiraceae--L34619 (Valid)	88.0821917808
