#Matching species	Similarity (%)
Lactobacillus vaginalis--Lactobacillaceae--AF243177 (Valid)	99.3333333333
Lactobacillus frumenti--Lactobacillaceae--AJ250074 (Valid)	98.3595800525
Lactobacillus panis--Lactobacillaceae--X94230 (Valid)	97.5838926174
Lactobacillus pontis--Lactobacillaceae--X76329 (Valid)	97.3132372215
Lactobacillus antri--Lactobacillaceae--AY253659 (Valid)	97.0375246873
Lactobacillus oris--Lactobacillaceae--X94229 (Valid)	96.9127516779
Lactobacillus secaliphilus--Lactobacillaceae--AM279150 (Valid)	95.0199203187
Lactobacillus reuteri--Lactobacillaceae--L23507 (Valid)	94.9967083608
Lactobacillus coleohominis--Lactobacillaceae--AM113776 (Valid)	94.8128693368
Lactobacillus mucosae--Lactobacillaceae--AF126738 (Valid)	94.495412844
Lactobacillus gastricus--Lactobacillaceae--AY253658 (Valid)	94.219269103
Lactobacillus ingluviei--Lactobacillaceae--AF333975 (Valid)	94.2154255319
Lactobacillus equigenerosi--Lactobacillaceae--AB288050 (Valid)	93.6112979153
Lactobacillus gorillae--Lactobacillaceae--AB904716 (Valid)	93.2414698163
Lactobacillus oryzae--Lactobacillaceae--AB731660 (Valid)	92.66487214
Lactobacillus malefermentans--Lactobacillaceae--AM113783 (Valid)	92.536327609
Lactobacillus suebicus--Lactobacillaceae--AJ575744 (Valid)	92.5245901639
Lactobacillus wasatchensis--Lactobacillaceae--AWTT01000084 (Valid)	92.393442623
Lactobacillus kimchicus--Lactobacillaceae--EU678893 (Valid)	92.1843687375
Lactobacillus collinoides--Lactobacillaceae--AB005893 (Valid)	92.1698739217
Pediococcus acidilactici--Lactobacillaceae--AJ305320 (Valid)	92.131147541
Lactobacillus paracollinoides--Lactobacillaceae--AJ786665 (Valid)	92.1265141319
Lactobacillus vaccinostercus--Lactobacillaceae--AJ621556 (Valid)	92.1087533156
Lactobacillus namurensis--Lactobacillaceae--AM259118 (Valid)	91.9786096257
Lactobacillus hokkaidonensis--Lactobacillaceae--AB721549 (Valid)	91.9117647059
Pediococcus ethanolidurans--Lactobacillaceae--AY956789 (Valid)	91.773432232
Pediococcus cellicola--Lactobacillaceae--AY956788 (Valid)	91.7431192661
Lactobacillus nenjiangensis--Lactobacillaceae--HF679039 (Valid)	91.718426501
Lactobacillus oligofermentans--Lactobacillaceae--AY733084 (Valid)	91.6721311475
Lactobacillus acidifarinae--Lactobacillaceae--AJ632158 (Valid)	91.6443850267
Lactobacillus zymae--Lactobacillaceae--AJ632157 (Valid)	91.6443850267
Lactobacillus spicheri--Lactobacillaceae--AJ534844 (Valid)	91.6387959866
Lactobacillus odoratitofui--Lactobacillaceae--AB365975 (Valid)	91.6323731139
Pediococcus inopinatus--Lactobacillaceae--AJ271383 (Valid)	91.4907651715
Lactobacillus similis--Lactobacillaceae--AB282889 (Valid)	91.4248021108
Lactobacillus brantae--Lactobacillaceae--HQ022861 (Valid)	91.2234042553
Pediococcus stilesii--Lactobacillaceae--AJ973157 (Valid)	91.1627906977
Pediococcus pentosaceus--Lactobacillaceae--AJ305321 (Valid)	91.0819672131
Lactobacillus parabuchneri--Lactobacillaceae--AB205056 (Valid)	90.9868421053
Pediococcus damnosus--Lactobacillaceae--AJ318414 (Valid)	90.9511228534
Lactobacillus otakiensis--Lactobacillaceae--AB366386 (Valid)	90.9508196721
Lactobacillus rapi--Lactobacillaceae--AB366389 (Valid)	90.9508196721
Lactobacillus kisonensis--Lactobacillaceae--AB366388 (Valid)	90.9508196721
Lactobacillus sunkii--Lactobacillaceae--AB366385 (Valid)	90.9508196721
Lactobacillus farraginis--Lactobacillaceae--AB262731 (Valid)	90.8850726552
Lactobacillus curieae--Lactobacillaceae--JQ086550 (Valid)	90.7601572739
Lactobacillus buchneri--Lactobacillaceae--AB205055 (Valid)	90.7297830375
Lactobacillus parafarraginis--Lactobacillaceae--AB262734 (Valid)	90.6992084433
Lactobacillus senioris--Lactobacillaceae--AB602570 (Valid)	90.6824146982
Lactobacillus saerimneri--Lactobacillaceae--AY255802 (Valid)	90.5511811024
