#Matching species	Similarity (%)
Muribaculum intestinale--Porphyromonadaceae--KR364784 (Valid)	90.5233380481
Coprobacter secundus--Porphyromonadaceae--JTDA01000039 (Valid)	85.4712969525
Barnesiella viscericola--Porphyromonadaceae--AB267809 (Valid)	85.4403409091
Coprobacter fastidiosus--Porphyromonadaceae--JN703378 (Valid)	85.3295535082
Barnesiella intestinihominis--Porphyromonadaceae--AB370251 (Valid)	84.8549186129
Parabacteroides distasonis--Porphyromonadaceae--AB238922 (Valid)	83.864118896
Macellibacteroides fermentans--Porphyromonadaceae--HQ020488 (Valid)	83.2147937411
Parabacteroides chartae--Porphyromonadaceae--JN029805 (Valid)	83.0725462304
Bacteroides caecicola--Bacteroidaceae--AB910337 (Valid)	82.661004954
Bacteroides coprophilus--Bacteroidaceae--AB260026 (Valid)	82.5531914894
Bacteroides clarus--Bacteroidaceae--AB490801 (Valid)	82.5159914712
Parabacteroides chinchillae--Porphyromonadaceae--AB574482 (Valid)	82.4486907289
Bacteroides salanitronis--Bacteroidaceae--AB253731 (Valid)	82.3988644429
Parabacteroides johnsonii--Porphyromonadaceae--AB261128 (Valid)	82.3779193206
Acetobacteroides hydrogenigenes--Rikenellaceae--AB611036 (Valid)	82.1810406272
Paraprevotella xylaniphila--Prevotellaceae--AB331897 (Valid)	82.1529745042
Bacteroides heparinolyticus--Bacteroidaceae--L16487 (Valid)	82.0916905444
Bacteroides uniformis--Bacteroidaceae--AB050110 (Valid)	82.0456217807
Bacteroides rodentium--Bacteroidaceae--AB531489 (Valid)	82.0184790334
Parapedobacter koreensis--Sphingobacteriaceae--DQ680836 (Valid)	81.8052594172
Anaerophaga thermohalophila--Marinilabiliaceae--AJ418048 (Valid)	81.5994338287
Prevotella loescheii--Prevotellaceae--AY836508 (Valid)	81.5845824411
Bacteroides massiliensis--Bacteroidaceae--AY126616 (Valid)	81.5602836879
Bacteroides stercorirosoris--Bacteroidaceae--AB574481 (Valid)	81.5602836879
Dysgonomonas mossii--Porphyromonadaceae--AJ319867 (Valid)	81.5286624204
Bacteroides barnesiae--Bacteroidaceae--AB253726 (Valid)	81.4814814815
Parabacteroides gordonii--Porphyromonadaceae--AB470343 (Valid)	81.4762242725
Bacteroides zoogleoformans--Bacteroidaceae--L16488 (Valid)	81.4655172414
Butyricimonas paravirosa--Odoribacteraceae--AB916502 (Valid)	81.457891012
Thermophagus xiamenensis--Marinilabiliaceae--DQ517535 (Valid)	81.457891012
Bacteroides oleiciplenus--Bacteroidaceae--AB490803 (Valid)	81.3920454545
Dysgonomonas termitidis--Porphyromonadaceae--AB971823 (Valid)	81.3871196037
Dysgonomonas oryzarvi--Porphyromonadaceae--AB547446 (Valid)	81.3583815029
Porphyromonas gulae--Porphyromonadaceae--AF208290 (Valid)	81.3163481953
Bacteroides sartorii--Bacteroidaceae--GQ456204 (Valid)	81.2898653437
Prevotella dentasini--Prevotellaceae--AB477014 (Valid)	81.2633073101
Prevotella oris--Prevotellaceae--L16474 (Valid)	81.1697574893
Butyricimonas virosa--Odoribacteraceae--AB443949 (Valid)	81.1040339703
Olivibacter sitiensis--Sphingobacteriaceae--DQ421387 (Valid)	81.0906515581
Dysgonomonas gadei--Porphyromonadaceae--Y18530 (Valid)	81.0906515581
Proteiniphilum acetatigenes--Porphyromonadaceae--AY742226 (Valid)	81.0906515581
Gabonibacter massiliensis--Porphyromonadaceae--LN881588 (Valid)	81.0772501772
Bacteroides salyersiae--Bacteroidaceae--AY608696 (Valid)	81.077147016
Porphyromonas catoniae--Porphyromonadaceae--X82823 (Valid)	80.9355067328
Prevotella shahii--Prevotellaceae--AB108825 (Valid)	80.9219858156
Butyricimonas faecihominis--Odoribacteraceae--AB916501 (Valid)	80.8209483369
Prevotella maculosa--Prevotellaceae--EF534314 (Valid)	80.7692307692
Porphyromonas pogonae--Porphyromonadaceae--HM583587 (Valid)	80.5
Bacteroides dorei--Bacteroidaceae--AB242142 (Valid)	80.3116147309
Prevotella denticola--Prevotellaceae--AY323524 (Valid)	80.0991501416
