#Matching species	Similarity (%)
Bacteroides uniformis--Bacteroidaceae--AB050110 (Valid)	96.6810966811
Bacteroides rodentium--Bacteroidaceae--AB531489 (Valid)	96.3406052076
Bacteroides fluxus--Bacteroidaceae--AB490802 (Valid)	94.0803382664
Bacteroides stercorirosoris--Bacteroidaceae--AB574481 (Valid)	93.8602681722
Bacteroides eggerthii--Bacteroidaceae--AB050107 (Valid)	93.7861271676
Bacteroides clarus--Bacteroidaceae--AB490801 (Valid)	93.1738212526
Bacteroides xylanisolvens--Bacteroidaceae--AM230650 (Valid)	93.1135531136
Bacteroides gallinarum--Bacteroidaceae--AB253732 (Valid)	93.1034482759
Bacteroides oleiciplenus--Bacteroidaceae--AB490803 (Valid)	93.0839802399
Bacteroides stercoris--Bacteroidaceae--X83953 (Valid)	93.0250189538
Bacteroides caecimuris--Bacteroidaceae--KR364741 (Valid)	92.9627023223
Bacteroides intestinalis--Bacteroidaceae--AB214328 (Valid)	92.8722653493
Bacteroides acidifaciens--Bacteroidaceae--AB021164 (Valid)	92.5952045134
Bacteroides helcogenes--Bacteroidaceae--AB200227 (Valid)	92.4785100287
Bacteroides faecichinchillae--Bacteroidaceae--AB574480 (Valid)	92.2480620155
Bacteroides fragilis--Bacteroidaceae--CR626927 (Valid)	92.1885995778
Bacteroides faecis--Bacteroidaceae--GQ496624 (Valid)	92.1885995778
Bacteroides thetaiotaomicron--Bacteroidaceae--AE015928 (Valid)	92.118226601
Bacteroides caecigallinarum--Bacteroidaceae--AB861981 (Valid)	91.9071076707
Bacteroides heparinolyticus--Bacteroidaceae--L16487 (Valid)	91.9014084507
Bacteroides finegoldii--Bacteroidaceae--AB222699 (Valid)	91.8136908963
Bacteroides ovatus--Bacteroidaceae--AB050108 (Valid)	91.8079096045
Bacteroides caccae--Bacteroidaceae--X83951 (Valid)	91.7798427448
Bacteroides vulgatus--Bacteroidaceae--AJ867050 (Valid)	91.6078984485
Bacteroides cellulosilyticus--Bacteroidaceae--AJ583243 (Valid)	91.5314043754
Bacteroides nordii--Bacteroidaceae--AY608697 (Valid)	91.5107913669
Bacteroides coprocola--Bacteroidaceae--AB200224 (Valid)	91.3441238564
Bacteroides salyersiae--Bacteroidaceae--AY608696 (Valid)	91.3199426112
Bacteroides zoogleoformans--Bacteroidaceae--L16488 (Valid)	91.0500352361
Bacteroides graminisolvens--Bacteroidaceae--AB363973 (Valid)	90.9672830725
Bacteroides reticulotermitis--Bacteroidaceae--AB692943 (Valid)	90.8243727599
Bacteroides sartorii--Bacteroidaceae--GQ456204 (Valid)	90.7107670654
Bacteroides dorei--Bacteroidaceae--AB242142 (Valid)	90.7107670654
Bacteroides paurosaccharolyticus--Bacteroidaceae--AB298727 (Valid)	90.4292751583
Bacteroides barnesiae--Bacteroidaceae--AB253726 (Valid)	90.2885292048
Bacteroides massiliensis--Bacteroidaceae--AY126616 (Valid)	90.1477832512
Bacteroides pyogenes--Bacteroidaceae--AB200229 (Valid)	90.0
Bacteroides luti--Bacteroidaceae--AB787271 (Valid)	89.8796886058
Bacteroides plebeius--Bacteroidaceae--AB200217 (Valid)	89.7255453906
Bacteroides coprophilus--Bacteroidaceae--AB260026 (Valid)	89.584799437
Bacteroides salanitronis--Bacteroidaceae--AB253731 (Valid)	88.6699507389
Bacteroides propionicifaciens--Bacteroidaceae--AB264625 (Valid)	87.9026485326
Bacteroides caecicola--Bacteroidaceae--AB910337 (Valid)	87.4032371569
Paraprevotella xylaniphila--Prevotellaceae--AB331897 (Valid)	87.2535211268
Paraprevotella clara--Prevotellaceae--AB331896 (Valid)	87.1126760563
Bacteroides coprosuis--Bacteroidaceae--AF319778 (Valid)	87.051372273
Parabacteroides gordonii--Porphyromonadaceae--AB470343 (Valid)	86.3314447592
Parabacteroides goldsteinii--Porphyromonadaceae--AY974070 (Valid)	86.2068965517
Parabacteroides distasonis--Porphyromonadaceae--AB238922 (Valid)	86.148409894
Parabacteroides merdae--Porphyromonadaceae--AB238928 (Valid)	85.9957776214
