#Matching species	Similarity (%)
Clostridium tertium--Clostridiaceae--Y18174 (Valid)	99.2280701754
Clostridium sartagoforme--Clostridiaceae--Y18175 (Valid)	98.1754385965
Clostridium chauvoei--Clostridiaceae--U51843 (Valid)	97.1890372453
Clostridium septicum--Clostridiaceae--U59278 (Valid)	96.8376669009
Clostridium isatidis--Clostridiaceae--X98395 (Valid)	96.6767371601
Clostridium saudiense--Clostridiaceae--HG726039 (Valid)	96.4185393258
Clostridium celatum--Clostridiaceae--X77844 (Valid)	96.3525835866
Clostridium carnis--Clostridiaceae--M59091 (Valid)	96.3041933191
Clostridium quinii--Clostridiaceae--X76745 (Valid)	96.186440678
Clostridium saccharoperbutylacetonicum--Clostridiaceae--U16122 (Valid)	96.1566352429
Clostridium saccharobutylicum--Clostridiaceae--U16147 (Valid)	95.8695652174
Clostridium disporicum--Clostridiaceae--Y18176 (Valid)	95.8596491228
Clostridium paraputrificum--Clostridiaceae--X75907 (Valid)	95.7776213934
Clostridium gasigenes--Clostridiaceae--AF092548 (Valid)	95.6430077301
Clostridium beijerinckii--Clostridiaceae--X68179 (Valid)	95.6307258633
Clostridium tarantellae--Clostridiaceae--FR733677 (Valid)	95.6307258633
Clostridium chartatabidum--Clostridiaceae--X71850 (Valid)	95.5696202532
Clostridium chromiireducens--Clostridiaceae--AY228334 (Valid)	95.5602536998
Clostridium puniceum--Clostridiaceae--X71857 (Valid)	95.4193093728
Clostridium roseum--Clostridiaceae--Y18171 (Valid)	95.3981008035
Clostridium sardiniense--Clostridiaceae--AB161367 (Valid)	95.3651685393
Clostridium diolis--Clostridiaceae--AJ458418 (Valid)	95.3553835327
Clostridium baratii--Clostridiaceae--X68174 (Valid)	95.154494382
Clostridium vincentii--Clostridiaceae--X97432 (Valid)	95.1510892481
Clostridium moniliforme--Clostridiaceae--AB540985 (Valid)	94.9438202247
Clostridium aurantibutyricum--Clostridiaceae--X68183 (Valid)	94.923857868
Clostridium uliginosum--Clostridiaceae--AJ276992 (Valid)	94.7819871337
Eubacterium budayi--Eubacteriaceae--AB018183 (Valid)	94.7183098592
Eubacterium multiforme--Eubacteriaceae--AB018184 (Valid)	94.7071277347
Clostridium butyricum--Clostridiaceae--AJ458420 (Valid)	94.615936827
Clostridium cavendishii--Clostridiaceae--DQ196621 (Valid)	94.3741209564
Eubacterium nitritogenes--Eubacteriaceae--AB018185 (Valid)	94.2957746479
Clostridium amylolyticum--Clostridiaceae--EU037903 (Valid)	94.2917547569
Clostridium colicanis--Clostridiaceae--AJ420008 (Valid)	94.2675159236
Clostridium frigidicarnis--Clostridiaceae--AF069742 (Valid)	94.0845070423
Sarcina maxima--Clostridiaceae--X76650 (Valid)	93.7590711176
Clostridium polyendosporum--Clostridiaceae--Y18189 (Valid)	93.6530324401
Clostridium bornimense--Clostridiaceae--JQ388596 (Valid)	93.6170212766
Clostridium putrefaciens--Clostridiaceae--AF127024 (Valid)	93.5915492958
Clostridium cellulovorans--Clostridiaceae--X71849 (Valid)	93.5870331219
Clostridium perfringens--Clostridiaceae--CP000246 (Valid)	93.5302390999
Clostridium algidicarnis--Clostridiaceae--AF127023 (Valid)	93.5211267606
Clostridium hydrogeniformans--Clostridiaceae--DQ196623 (Valid)	93.4645115952
Sarcina ventriculi--Clostridiaceae--X76649 (Valid)	93.3709449929
Clostridium intestinale--Clostridiaceae--X76740 (Valid)	93.2510885341
Clostridium aciditolerans--Clostridiaceae--DQ114945 (Valid)	93.0885529158
Clostridium lundense--Clostridiaceae--AY858804 (Valid)	92.9478138223
Clostridium pascui--Clostridiaceae--X96736 (Valid)	92.8067700987
Clostridium cadaveris--Clostridiaceae--AB542932 (Valid)	92.5352112676
Clostridium fallax--Clostridiaceae--M59088 (Valid)	92.144373673
