#Matching species	Similarity (%)
Veillonella criceti--Veillonellaceae--AF186072 (Valid)	98.5839514498
Veillonella seminalis--Veillonellaceae--AY211542 (Valid)	98.5107967238
Veillonella ratti--Veillonellaceae--AY355138 (Valid)	98.0659025788
Veillonella magna--Veillonellaceae--EU096495 (Valid)	96.7496542185
Veillonella atypica--Veillonellaceae--AF439641 (Valid)	95.2142857143
Veillonella denticariosi--Veillonellaceae--EF185167 (Valid)	94.9562878278
Veillonella caviae--Veillonellaceae--AY355140 (Valid)	94.8644793153
Veillonella tobetsuensis--Veillonellaceae--AB679109 (Valid)	94.6416610851
Veillonella parvula--Veillonellaceae--AY995767 (Valid)	94.6200403497
Veillonella dispar--Veillonellaceae--AF439639 (Valid)	94.6142649199
Veillonella rogosae--Veillonellaceae--EF108443 (Valid)	94.1921072226
Veillonella rodentium--Veillonellaceae--AY514996 (Valid)	93.4915773354
Veillonella montpellierensis--Veillonellaceae--AF473836 (Valid)	93.0397727273
Megasphaera micronuciformis--Veillonellaceae--AF473834 (Valid)	90.3133903134
Megasphaera elsdenii--Veillonellaceae--U95027 (Valid)	89.8293029872
Megasphaera paucivorans--Veillonellaceae--DQ223730 (Valid)	89.5542248836
Megasphaera massiliensis--Veillonellaceae--JX424772 (Valid)	89.3262174783
Megasphaera sueciensis--Veillonellaceae--DQ223729 (Valid)	89.2215568862
Megasphaera indica--Veillonellaceae--HM990965 (Valid)	89.2071952032
Anaeroglobus geminatus--Veillonellaceae--AF338413 (Valid)	88.7384176764
Propionispira arcuata--Selenomonadaceae--AB298743 (Valid)	88.6075949367
Anaerosinus glycerini--Sporomusaceae--AJ010960 (Valid)	88.5444743935
Negativicoccus succinicivorans--Veillonellaceae--FJ715930 (Valid)	88.4835479256
Propionispora hippei--Sporomusaceae--AJ508927 (Valid)	88.3612040134
Propionispora vibrioides--Sporomusaceae--AJ279802 (Valid)	88.2943143813
Dialister micraerophilus--Veillonellaceae--AF473837 (Valid)	88.2229965157
Megasphaera cerevisiae--Veillonellaceae--L37040 (Valid)	88.1578947368
Propionispira raffinosivorans--Selenomonadaceae--DQ217599 (Valid)	88.0450070323
Anaerospora hongkongensis--Sporomusaceae--AY372050 (Valid)	88.0434782609
Dialister succinatiphilus--Veillonellaceae--AB370249 (Valid)	87.9518072289
Propionispira arboris--Selenomonadaceae--Y18190 (Valid)	87.9334257975
Acetonema longum--Sporomusaceae--AJ010964 (Valid)	87.7867746289
Anaeroarcus burkinensis--Sporomusaceae--AJ010961 (Valid)	87.7702702703
Propionispira paucivorans--Selenomonadaceae--HE582762 (Valid)	87.7591973244
Dialister propionicifaciens--Veillonellaceae--AY850119 (Valid)	87.6436781609
Pelosinus propionicus--Sporomusaceae--AM258975 (Valid)	87.5083948959
Anaeromusa acidaminophila--Sporomusaceae--AF071415 (Valid)	87.4412357287
Sporomusa aerivorans--Sporomusaceae--AJ506191 (Valid)	87.3910127431
Dialister invisus--Veillonellaceae--AY162469 (Valid)	87.3493975904
Thermosinus carboxydivorans--Sporomusaceae--AAWL01000022 (Valid)	87.3493975904
Sporomusa sphaeroides--Sporomusaceae--AJ279801 (Valid)	87.3324396783
Phascolarctobacterium faecium--Acidaminococcaceae--X72865 (Valid)	87.2994652406
Sporomusa paucivorans--Sporomusaceae--FR749939 (Valid)	87.1983914209
Sporomusa malonica--Sporomusaceae--AJ279799 (Valid)	86.9885982562
Dendrosporobacter quercicolus--Sporomusaceae--AJ010962 (Valid)	86.932972241
Dialister pneumosintes--Veillonellaceae--X82500 (Valid)	86.8544600939
Anaerosporomusa subterranea--Sporomusaceae--KX268498 (Valid)	86.8190988568
Selenomonas bovis--Selenomonadaceae--EF139191 (Valid)	86.1610113107
Mitsuokella jalaludinii--Selenomonadaceae--AF479674 (Valid)	86.0759493671
Sporomusa ovata--Sporomusaceae--AJ279800 (Valid)	85.8198924731
